SGBid	genomename	uSGB	estTaxLevel	estTaxonomy	closestTaxLevel	closestTaxID	krakenDBtaxid	avgDist	medianAb	noSamples
14704	KarlssonFH_2013__S288__bin.28	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.057188	0.4188681024	1
14705	ZeeviD_2015__PNP_Main_110_megahit__bin.10	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.057879999999999994	0.36672849560000004	1
14706	HanniganGD_2017__MG100133__bin.7	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0569149	1.4486134185	1
14707	HanniganGD_2017__MG100162__bin.2	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0570057	5.9256557162	1
14708	FengQ_2015__SID31367__bin.8	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0570057	0.5456370144	1
14709	IjazUZ_2017__S134_a_WGS_megahit__bin.14	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0567115	2.2820308821	1
14710	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.10	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.05610830000000001	0.1842351441	1
14711	SchirmerM_2016__G88771__bin.22	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.057073900000000004	0.5440316471	1
14712	SchirmerM_2016__G89055__bin.16	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0592092	0.5587785439	1
14713	CosteaPI_2017__SID713B007-11-90-0__bin.15	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0597944	0.16496768039999998	1
14714	ZeeviD_2015__PNP_Main_471_megahit__bin.6	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0596717	0.13349840359999998	1
14715	IjazUZ_2017__S33_a_WGS_megahit__bin.13	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0581137	9.5822928245	1
14716	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.13	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0622357	0.0737444983	1
14717	VincentC_2016__MM104_megahit__bin.5	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0592092	0.6030126698	1
14718	XieH_2016__YSZC12003_35658__bin.28	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0597944	0.09442521949999999	1
14719	KarlssonFH_2013__S54__bin.40	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.061739300000000004	0.28854468640000003	1
14720	LoombaR_2017__SID0018_fze__bin.2	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.060214800000000006	0.0931149303	1
14721	SchirmerM_2016__G88801__bin.2	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0653942	0.41903660719999997	1
14722	XieH_2016__YSZC12003_37308R1__bin.65	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.06745839999999999	0.08378309099999999	1
14723	XieH_2016__YSZC12003_36118__bin.21	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_4_8_47FAA	1965294.0	102106.0	0.0660015	0.1157398682	1
14724	KarlssonFH_2013__S458__bin.54	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_4_8_47FAA	1965294.0	102106.0	0.06395980000000001	1.1921747717	1
14725	LiJ_2017__H2M515921__bin.57	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.06724680000000001	0.1908242169	1
14726	YuJ_2015__SZAXPI003411-6__bin.60	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0627658	2.6486310728	1
14727	SchirmerM_2016__G88898__bin.28	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0674888	0.6393567121	1
14728	SchirmerM_2016__G89042__bin.6	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.06505169999999999	0.6361499278	1
14729	IjazUZ_2017__S18_a_WGS_megahit__bin.15	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0756163	7.8908128288	1
14730	BritoIL_2016__W1.54.ST__bin.60	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.08394689999999999	0.35216251439999996	2
14731	SchirmerM_2016__G89275__bin.2	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.08729983333329999	0.9923524537	3
14732	KarlssonFH_2013__S552__bin.28	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.08821210000000002	0.9550330886	1
14733	SchirmerM_2016__G89126__bin.3	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0749459	1.667061625	1
14734	YuJ_2015__SZAXPI003409-8__bin.88	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	102106.0	0.0970374	0.18863621030000002	1
14735	SmitsSA_2017__TZ_21460_megahit__bin.3	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	102106.0	0.0917095	6.4694146038	1
14737	QinJ_2012__CON-035__bin.29	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	626935.0	626935.0	0.0346519052632	0.6999321276999999	19
14738	HanniganGD_2017__MG100208__bin.3	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	147206.0	84107.0	0.1742365	3.9242491945999998	2
14739	LoombaR_2017__SID0013_eop__bin.29	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	147206.0	102106.0	0.1263525	0.47135937159999997	8
14740	LoombaR_2017__SID1049_baw__bin.16	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	147206.0	147206.0	0.046277866666699995	0.2294231653	3
14741	BackhedF_2015__SID240_12M__bin.21	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	147207.0	147207.0	0.0305093181818	0.4104341169	55
14743	LiJ_2017__H2M413915__bin.23	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	147207.0	102106.0	0.060264599999999995	0.0755096476	1
14744	GeversD_2014__SKBSTL036__bin.75	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	147207.0	102106.0	0.125099	0.9731245154000001	1
14745	VincentC_2016__MM090.2_megahit__bin.35	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	147207.0	84107.0	0.181002	0.345491304	1
14746	ZeeviD_2015__PNP_Main_454_megahit__bin.89	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	147207.0	84107.0	0.165848	0.15717259320000002	1
14747	ZeeviD_2015__PNP_Main_471_megahit__bin.36	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	147207.0	84107.0	0.16615	0.4211247397	1
14748	FengQ_2015__SID531663__bin.24	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	147206.0	84107.0	0.19225799999999998	0.287275234	1
14749	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_398	1965294.0	1965294.0	0.029124088064500002	0.37683260350000003	31
14750	NielsenHB_2014__V1_UC17_2__bin.2	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_398	1965294.0	102106.0	0.0503867	0.2434288087	1
14751	YuJ_2015__SZAXPI017460-27__bin.3	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_398	1965294.0	102106.0	0.0588243	0.1859063291	1
14752	XieH_2016__YSZC12003_37296R1__bin.23	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis	1232426.0	1232426.0	0.029002499999999997	0.1551661409	1
14753	HeQ_2017__RSZAXPI003103-141__bin.5	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis	1232426.0	1472762.0	0.133181	1.0596536016	3
14754	NielsenHB_2014__V1_UC50_1__bin.41	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_An271	1965616.0	102106.0	0.145171	0.3180938388	2
14761	BackhedF_2015__SID507_4M__bin.1	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	147206.0	84107.0	0.219531	0.2495425634	1
14762	Obregon-TitoAJ_2015__SM05__bin.35	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	147206.0	84107.0	0.215885	1.7627517135	1
14764	LeChatelierE_2013__MH0197__bin.24	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	471189.0	201174.0	0.24970860000000003	0.21162808519999998	5
14765	FengQ_2015__SID530315__bin.33	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	446660.0	201174.0	0.236445	0.41693973759999997	1
14766	XieH_2016__YSZC12003_37753__bin.68	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	201174.0	0.24297449999999998	0.1566492152	2
14767	LiSS_2016__FAT_010-22-14-0__bin.60	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa	138595.0	201174.0	0.267653166667	0.30847898100000004	6
14768	FengQ_2015__SID31300__bin.25	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_CAG_298	1929886.0	201174.0	0.25291575	0.3900971877	4
14769	XieH_2016__YSZC12003_36696__bin.33	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_CAG_166	1965294.0	201174.0	0.243761	0.0674659867	1
14770	RaymondF_2016__P6C7__bin.95	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens	1335613.0	201174.0	0.263067788462	0.2571813693	52
14771	XieH_2016__YSZC12003_37135__bin.70	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	471189.0	201174.0	0.25242	0.0761033925	1
14772	RaymondF_2016__P19E7__bin.99	Yes	Other	-	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_An270	1965615.0	201174.0	0.258493	0.1192871348	1
14773	CosteaPI_2017__SID713A052-11-90-0__bin.63	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	1643826.0	0.254107238095	0.2563881593	126
14776	CM_madagascar__A32_01_1FE__bin.15	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	1643826.0	0.2710785	0.10204173779999999	2
14778	LiSS_2016__FAT_010-22-42-0__bin.18	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	84108.0	0.0761813833333	0.28956932469999996	6
14779	FengQ_2015__SID31129__bin.39	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	626934.0	0.026978675	0.2999559364	4
14780	FengQ_2015__SID530177__bin.54	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	84108.0	0.048884199999999996	0.5372835565	2
14781	HeQ_2017__SZAXPI029601-32__bin.48	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	1643826.0	0.20034200000000002	0.1889843216	1
14782	YuJ_2015__SZAXPI003420-4__bin.66	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	626934.0	1643826.0	0.21169200000000002	0.15913981060000001	1
14784	NielsenHB_2014__V1_UC14_1__bin.33	No	Species	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_sp_CM382	1111137.0	1111137.0	0.0210386	0.391234231	1
14786	CM_madagascar__A73_02_1FE__bin.23	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	84107.0	0.250268142857	0.2570745319	7
14787	LiuW_2016__SRR3992983__bin.47	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	74426.0	84107.0	0.26546	0.2213214599	1
14788	CM_madagascar__A09_02_1FE__bin.54	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_4_8_47FAA	1965294.0	84107.0	0.193331	0.3308759987	1
14789	KarlssonFH_2013__S468__bin.40	Yes	Family	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_1_3_56FAA	1929886.0	1643826.0	0.251346	0.20630982190000002	6
14790	IjazUZ_2017__S28_a_WGS_megahit__bin.9	Yes	Genus	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium_68_1_3	2011094.0	84107.0	0.12377300000000001	2.7570154262999997	1
