NCBItaxID	SciNameFull	Taxonomy
548914	Elephant endotheliotropic herpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 4
768738	Elephant endotheliotropic herpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 5
243899	endosymbiont 'TC1' of Trimyema compressum	d__Bacteria|p__Firmicutes|s__endosymbiont 'TC1' of Trimyema compressum
86106	endosymbiont of Acanthamoeba sp. UWC8	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|s__endosymbiont of Acanthamoeba sp. UWC8
1303921	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Bathymodiolus sp.
174145	endosymbiont of Bathymodiolus sp.	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Bathymodiolus sp.
650377	endosymbiont of Euscepes postfasciatus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Euscepes postfasciatus
1971488	endosymbiont of Pachyrhynchus infernalis	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Pachyrhynchus infernalis
1972133	endosymbiont of Rhynchophorus ferrugineus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Rhynchophorus ferrugineus 
54398	endosymbiont of Ridgeia piscesae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Ridgeia piscesae
54396	endosymbiont of Riftia pachyptila	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Riftia pachyptila
1048808	endosymbiont of Riftia pachyptila (vent Ph05)	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Riftia pachyptila
1972134	endosymbiont of Sipalinus gigas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas
94785	endosymbiont of Tevnia jerichonana	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Tevnia jerichonana
1049564	endosymbiont of Tevnia jerichonana (vent Tica)	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Tevnia jerichonana
709484	Enterobacter phage CC31	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter phage CC31
2070180	Enterobacter phage Ec_L1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Eclunavirus|s__Enterobacter virus EcL1
1455074	Enterobacter phage PG7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter virus PG7
1444288	Enterobacter sp. 5-4	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii
1329837	Enterobacter sp. BWH 39	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei
1571816	Enterobacter sp. FB	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii
1329825	Enterobacter sp. MGH 16	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii
1329813	Enterobacter sp. MGH 4	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei
1686389	Enterobacter sp. MGH85	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei
1216470	Enterobacter sp. SST3	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii
1222338	Enterobacteria phage GEC-3S	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Enterobacteria phage GEC-3S
697227	Enterobacteria phage IME08	d__Viruses|o__Caudovirales|F__Myoviridae|g__Dhakavirus|s__Enterobacteria phage IME08
50948	Enterobacteria phage RB49	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Enterobacteria phage RB49
693444	Enterobacteriaceae bacterium strain FGI 57	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Enterobacteriaceae bacterium strain FGI 57
1640885	Enterococcus phage EFLK1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Kochikohdavirus|s__Enterococcus virus EFLK1
1747289	Enterococcus phage vB_EfaS_IME196	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Efquatrovirus|s__Enterococcus virus IME196
1834175	Enterococcus sp. 3C8_DIV0646	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. 3C8_DIV0646
1739492	Enterococcus sp. HMSC061C05	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. HMSC061C05
166056	Epinotia aporema granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Epinotia aporema granulovirus
70600	Epiphyas postvittana nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Epiphyas postvittana nucleopolyhedrovirus
2035399	Eptesicus fuscus gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|s__Eptesicus fuscus gammaherpesvirus
1464071	Eptesicus serotinus papillomavirus 1	d__Viruses|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Eptesicus serotinus papillomavirus 1
420336	Epulopiscium sp. 'N.t. morphotype B'	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Epulopiscium|s__Epulopiscium sp. 'N.t. morphotype B'
80341	Equid alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid alphaherpesvirus 3
39637	Equid alphaherpesvirus 8	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid alphaherpesvirus 8
12657	Equid gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid gammaherpesvirus 2
10371	Equid gammaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid gammaherpesvirus 5
67603	Equine adenovirus 2	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Equine mastadenovirus B
129955	Equine mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Equine mastadenovirus B
307444	Erinnyis ello granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Erinnyis ello granulovirus
1429768	Erwinia phage Ea35-70	d__Viruses|o__Caudovirales|f__Myoviridae|g__Agricanvirus|s__Erwinia virus Ea35-70
1429767	Erwinia phage Ea9-2	d__Viruses|o__Caudovirales|f__Podoviridae|g__Johnsonvirus|s__Erwinia virus Ea9-2
1564096	Erwinia phage phiEa2809	d__Viruses|o__Caudovirales|f__Ackermannviridae|s__Erwinia virus Ea2809
1401669	Erwinia phage PhiEaH1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Iapetusvirus|s__Erwinia virus EaH1
1029988	Erwinia phage phiEaH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia virus EaH2
1051674	Erwinia phage vB_Eam-MM7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Kolesnikvirus|s__Erwinia virus M7
1883370	Erwinia phage vB_EamM_Asesino	d__Viruses|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia virus Asesino
2060127	Erwinia phage vB_EamM_Desertfox	d__Viruses|o__Caudovirales|f__Myoviridae|g__Agricanvirus|s__Erwinia virus Desertfox
1852641	Erwinia phage vB_EamP_Frozen	d__Viruses|o__Caudovirales|f__Podoviridae|g__Johnsonvirus|s__Erwinia virus Frozen
1391428	Escherichia phage 4MG	d__Viruses|o__Caudovirales|f__Myoviridae|g__Seunavirus|s__Escherichia virus 4MG
1495286	Escherichia phage e4/1c	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus|s__Escherichia virus E41c
1258572	Escherichia phage EC1-UPM	d__Viruses|o__Caudovirales|f__Podoviridae|g__Gamaleyavirus|s__Escherichia virus EC1UPM
1527514	Escherichia phage EK99P-1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Dhillonvirus|s__Escherichia virus EK99P1
1131317	Escherichia phage FV3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus|s__Escherichia virus FV3
1147142	Escherichia phage HK578	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Dhillonvirus|s__Escherichia virus HK578
1054834	Escherichia phage ime09	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus Ime09
1340750	Escherichia phage JH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Felixounavirus|s__Escherichia virus JH2
1837930	Escherichia phage MX01	d__Viruses|o__Caudovirales|f__Myoviridae|g__Dhakavirus|s__Escherichia virus MX01
1572753	Escherichia phage P483	d__Viruses|o__Caudovirales|f__Podoviridae|g__Teseptimavirus|s__Escherichia phage P483
926589	Escherichia phage PhaxI	d__Viruses|o__Caudovirales|f__Ackermannviridae|g__Kuttervirus|s__Escherichia virus PhaxI
50948	Escherichia phage RB49	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Escherichia virus RB49
1718606	Escherichia phage SUSP1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Suspvirus|s__Escherichia virus SUSP1
1141141	Escherichia phage vB_EcoM_ACG-C40	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus C40
1567027	Escherichia phage vB_EcoM_VR20	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Escherichia virus VR20
1567029	Escherichia phage vB_EcoM_VR26	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Escherichia virus VR26
1541883	Escherichia phage vB_EcoM-ep3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Jilinvirus|s__Escherichia virus ep3
1920996	Escherichia virus E41c	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus|s__Escherichia virus E41c
1965379	Escherichia virus JH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Felixounavirus|s__Escherichia virus JH2
1862978	Etheostoma fonticola aquareovirus	d__Viruses|f__Reoviridae|g__Aquareovirus|s__Etheostoma fonticola aquareovirus
1321814	Eubacterium brachy ATCC 33089	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] brachy
883109	Eubacterium infirmum F0142	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] infirmum
888721	Eubacterium minutum ATCC 700079	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] minutum
1161902	Eubacterium nodatum ATCC 33099	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] nodatum
592031	Eubacterium saphenum ATCC 49989	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] saphenum
888727	Eubacterium sulci ATCC 35585	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] sulci
307467	Euproctis pseudoconspersa nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Euproctis pseudoconspersa nucleopolyhedrovirus
671987	Exserohilum turcica Et28A	d__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Exserohilum|s__Exserohilum turcicum
748224	Faecalibacterium cf. prausnitzii KLE1255	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii
1641896	Falcovirus A1	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Harkavirus|s__Harkavirus A
889873	Fathead minnow nidovirus	d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Bafinivirus|s__Fathead minnow nidovirus 1
1965074	Fathead minnow nidovirus 1	d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Bafinivirus|s__Fathead minnow nidovirus 1
1401263	Fathead minnow picornavirus	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Limnipivirus|s__Limnipivirus C
39420	Feldmannia species virus	d__Viruses|f__Phycodnaviridae|g__Phaeovirus|s__Feldmannia species virus
10334	Felid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Felid alphaherpesvirus 1
11768	Feline leukemia virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Feline leukemia virus
2107702	filamentous cyanobacterium CCT1	d__Bacteria|p__Cyanobacteria|s__filamentous cyanobacterium CCT1
1128427	filamentous cyanobacterium ESFC-1	d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|s__filamentous cyanobacterium ESFC-1
2107705	filamentous cyanobacterium Phorm 46	d__Bacteria|p__Cyanobacteria|s__filamentous cyanobacterium Phorm 46
2107706	filamentous cyanobacterium Phorm 6	d__Bacteria|p__Cyanobacteria|s__filamentous cyanobacterium Phorm 6
908819	Flavobacterium phage FCL-2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Ficleduovirus|s__Flavobacterium virus FCL2
984129	Francisella cf. novicida Fx1	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella tularensis
1981171	Francisella endosymbiont of Ornithodoros moubata	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|s__Francisella endosymbiont of Ornithodoros moubata
1306538	Frankia symbiont of Coriaria arborea	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia symbiont of Coriaria arborea
1306540	Frankia symbiont of Coriaria myrtifolia	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia symbiont of Coriaria myrtifolia
1306542	Frankia symbiont of Coriaria ruscifolia	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia symbiont of Coriaria ruscifolia
656024	Frankia symbiont of Datisca glomerata	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia symbiont of Datisca glomerata
1343901	Fruit bat alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Fruit bat alphaherpesvirus 1
10386	Gallid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Iltovirus|s__Gallid alphaherpesvirus 1
35250	Gallid alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Gallid alphaherpesvirus 3
1746059	Gamboa mosquito virus	d__Viruses|s__Gamboa mosquito virus
35313	Gamboa virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Gamboa orthobunyavirus
54290	GB virus C	d__Viruses|f__Flaviviridae|g__Pegivirus|s__Pegivirus C
2082668	Gigaspora margarita mitovirus 4	d__Viruses|f__Narnaviridae|g__Mitovirus|s__Gigaspora margarita mitovirus 4
379529	Glossina pallidipes salivary gland hypertrophy virus	d__Viruses|f__Hytrosaviridae|g__Glossinavirus|s__Glossina hytrovirus
419435	Glypta fumiferanae ichnovirus	d__Viruses|f__Polydnaviridae|g__Ichnovirus|s__Glypta fumiferanae ichnovirus
116759	Glyptapanteles indiensis bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Glyptapanteles indiensis bracovirus
1887641	Gordonia phage Bantam	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Bantamvirus|s__Gordonia virus Bantam
1821549	Gordonia phage BaxterFox	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Baxtervirus|s__Gordonia virus BaxterFox
1838063	Gordonia phage Bowser	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Bowservirus|s__Gordonia virus Bowser
1838066	Gordonia phage Cozz	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Emalynvirus|s__Gordonia virus Cozz
1821552	Gordonia phage Emalyn	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Emalynvirus|s__Gordonia virus Emalyn
2047872	Gordonia phage Gustav	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gustavvirus|s__Gordonia virus Gustav
1821554	Gordonia phage Hotorobo	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Woesvirus|s__Gordonia virus Hotorobo
2047873	Gordonia phage Mahdia	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gustavvirus|s__Gordonia virus Mahdia
1838074	Gordonia phage OneUp	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Smoothievirus|s__Gordonia virus OneUp
1838075	Gordonia phage Orchid	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Orchidvirus|s__Gordonia virus Orchid
2182349	Gordonia phage Sour	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Sourvirus|s__Gordonia virus Sour
1821565	Gordonia phage Yeezy	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Baxtervirus|s__Gordonia virus Yeezy
1821566	Gordonia phage Yvonnetastic	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Yvonnevirus|s__Gordonia virus Yvonnetastic
1887656	Gordonia phage Zirinka	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nymphadoravirus|s__Gordonia virus Zirinka
191436	Gremmeniella abietina RNA virus MS1	d__Viruses|f__Partitiviridae|g__Gammapartitivirus|s__Gremmeniella abietina RNA virus MS1
1027232	Groundnut ringspot and Tomato chlorotic spot virus reassortant	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Tospoviridae|s__Groundnut ringspot and Tomato chlorotic spot virus reassortant
432587	Gryllus bimaculatus nudivirus	d__Viruses|f__Nudiviridae|g__Alphanudivirus|s__Gryllus bimaculatus nudivirus
102793	H5N1 subtype	d__Viruses|p__Negarnaviricota|c__Insthoviricetes|o__Articulavirales|f__Orthomyxoviridae|g__Alphainfluenzavirus|s__Influenza A virus
1513231	Haliotid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Haliotid herpesvirus 1
1336250	Hallella seregens ATCC 51272	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__[Hallella] seregens
1227465	Halorubrum californiensis DSM 19288	d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum californiense
1156720	Halorubrum pleomorphic virus 3	d__Viruses|f__Pleolipoviridae|g__Betapleolipovirus|s__Halorubrum virus HRPV3
1987722	Harrier picornavirus 1	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus D
1965093	Hedgehog coronavirus 1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Hedgehog coronavirus 1
1208236	Helicobacter phage KHP30	d__Viruses|o__Caudovirales|f__Podoviridae|g__Schmidvirus|s__Helicobacter virus KHP30
2020249	Helicobacter sp. 'CLO3_human'	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter sp. 'CLO3_human'
489830	Helicoverpa armigera granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Helicoverpa armigera granulovirus
51313	Helicoverpa armigera nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Helicoverpa armigera nucleopolyhedrovirus
1128424	Helicoverpa zea nudivirus 2	d__Viruses|f__Nudiviridae|g__Betanudivirus|s__Heliothis zea nudivirus
113366	Heliothis virescens ascovirus 3a	d__Viruses|f__Ascoviridae|g__Ascovirus|s__Heliothis virescens ascovirus 3a
260797	Heliothis virescens ascovirus 3e	d__Viruses|f__Ascoviridae|g__Ascovirus|s__Heliothis virescens ascovirus 3a
328614	Heliothis virescens ascovirus 3f	d__Viruses|f__Ascoviridae|g__Ascovirus|s__Heliothis virescens ascovirus 3a
1246651	Heliothis virescens ascovirus 3g	d__Viruses|f__Ascoviridae|g__Ascovirus|s__Heliothis virescens ascovirus 3a
29250	Heliothis zea nudivirus	d__Viruses|f__Nudiviridae|g__Betanudivirus|s__Heliothis zea nudivirus
592206	Helleborus net necrosis virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Helleborus net necrosis virus
1367203	Hemileuca sp. nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Hemileuca species nucleopolyhedrovirus
2560521	Hemileuca species nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Hemileuca species nucleopolyhedrovirus
10407	Hepatitis B virus	d__Viruses|f__Hepadnaviridae|g__Orthohepadnavirus|s__Hepatitis B virus
41856	Hepatitis C virus genotype 1	d__Viruses|f__Flaviviridae|g__Hepacivirus|s__Hepacivirus C
33746	Hepatitis C virus genotype 5	d__Viruses|f__Flaviviridae|g__Hepacivirus|s__Hepacivirus C
128710	His2 virus	d__Viruses|f__Pleolipoviridae|g__Gammapleolipovirus|s__Haloarcula virus His2
264076	Horseradish latent virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Caulimovirus|s__Horseradish latent virus
1923249	Hubei tetragnatha maxillosa virus 7	d__Viruses|s__Hubei tetragnatha maxillosa virus 7
28285	Human adenovirus 5	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Human mastadenovirus C
10298	Human alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human alphaherpesvirus 1
10310	Human alphaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human alphaherpesvirus 2
10335	Human alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Human alphaherpesvirus 3
10359	Human betaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Human betaherpesvirus 5
32603	Human betaherpesvirus 6A	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human betaherpesvirus 6A
32604	Human betaherpesvirus 6B	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human betaherpesvirus 6B
10372	Human betaherpesvirus 7	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human betaherpesvirus 7
1511883	Human bocavirus 4 NI	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Primate bocaparvovirus 2
290028	Human coronavirus HKU1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Human coronavirus HKU1
45617	Human endogenous retrovirus K	d__Viruses|o__Ortervirales|f__Retroviridae|s__Human endogenous retrovirus K
166122	Human endogenous retrovirus K113	d__Viruses|o__Ortervirales|f__Retroviridae|s__Human endogenous retrovirus K
10376	Human gammaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Human gammaherpesvirus 4
37296	Human gammaherpesvirus 8	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Human gammaherpesvirus 8
12509	Human herpesvirus 4 type 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Human gammaherpesvirus 4
129951	Human mastadenovirus C	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Human mastadenovirus C
130308	Human mastadenovirus E	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Human mastadenovirus E
11250	Human orthopneumovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Pneumoviridae|g__Orthopneumovirus|s__Human orthopneumovirus
1434782	Human papillomavirus 175	d__Viruses|f__Papillomaviridae|s__Human papillomavirus 175
931210	Human papillomavirus type 129	d__Viruses|f__Papillomaviridae|s__Human papillomavirus type 129
2093789	Human papillomavirus type 203	d__Viruses|f__Papillomaviridae|s__Human papillomavirus type 203
333763	Human papillomavirus type 32	d__Viruses|f__Papillomaviridae|s__Human papillomavirus type 32
40538	Human papillomavirus type 48	d__Viruses|f__Papillomaviridae|s__Human papillomavirus type 48
40540	Human papillomavirus type 60	d__Viruses|f__Papillomaviridae|s__Human papillomavirus type 60
1891726	Human polyomavirus 5	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Human polyomavirus 5
746830	Human polyomavirus 6	d__Viruses|f__Polyomaviridae|g__Deltapolyomavirus|s__Human polyomavirus 6
1891727	Human polyomavirus 8	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Human polyomavirus 8
762905	Hyperthermophilic Archaeal Virus 1	d__Viruses|s__Hyperthermophilic Archaeal Virus 1
28288	Hyphantria cunea nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Hyphantria cunea nucleopolyhedrovirus
265522	Hyposoter fugitivus ichnovirus	d__Viruses|f__Polydnaviridae|g__Ichnovirus|s__Hyposoter fugitivus ichnovirus
10401	Ictalurid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus|s__Ictalurid herpesvirus 1
508441	Ictalurid herpesvirus 2	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus|s__Ictalurid herpesvirus 2
11320	Influenza A virus	d__Viruses|p__Negarnaviricota|c__Insthoviricetes|o__Articulavirales|f__Orthomyxoviridae|g__Alphainfluenzavirus|s__Influenza A virus
93838	Influenza A virus (A/goose/Guangdong/1/1996(H5N1))	d__Viruses|p__Negarnaviricota|c__Insthoviricetes|o__Articulavirales|f__Orthomyxoviridae|g__Alphainfluenzavirus|s__Influenza A virus
1301280	Invertebrate iridovirus 25	d__Viruses|f__Iridoviridae|g__Chloriridovirus|s__Invertebrate iridovirus 25
551895	Iodobacter phage PhiPLPE	d__Viruses|o__Caudovirales|f__Myoviridae|g__Iodovirus|s__Iodobacter virus PLPE
294365	Israeli acute paralysis virus	d__Viruses|o__Picornavirales|f__Dicistroviridae|g__Aparavirus|s__Israeli acute paralysis virus
1196420	Italian clover phyllody phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Italian clover phyllody phytoplasma
1196421	Italian clover phyllody phytoplasma str. MA1	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Italian clover phyllody phytoplasma
