Pathway	Residual
Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	MR2
Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	MR2
Ribose/xylose/arabinose/galactoside ABC-type transport systems, ATP-binding protein (EC 3.6.3.17)	MR2
Ribose/xylose/arabinose/galactoside ABC-type transport systems, periplasmic sugar binding protein	MR2
Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease component 1	MR2
Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease component 2	MR2
Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	MR2
Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	MR2
Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	MR2
Ribosomal-protein-L7p-serine acetyltransferase	MR2
Ribosome hibernation protein YhbH	MR2
Ribulokinase (EC 2.7.1.16)	MR2
Ribulose bisphosphate carboxylase (EC 4.1.1.39)	MR2
RidA	MR2
RNA polymerase principal sigma factor HrdA	MR2
RNA polymerase principal sigma factor HrdC	MR2
RNA polymerase principal sigma factor HrdD	MR2
RNA polymerase sigma factor SigV	MR2
RNA polymerase sigma-54 factor RpoN	MR2
RNA:NAD 2'-phosphotransferase	MR2
RND efflux system, inner membrane transporter CmeB	MR2
RND efflux system, outer membrane lipoprotein CmeC	MR2
Rod shape-determining protein MreB	MR2
Rod shape-determining protein MreC	MR2
Rod shape-determining protein MreD	MR2
Rod shape-determining protein RodA	MR2
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	MR2
rRNA small subunit methyltransferase J	MR2
S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	MR2
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	MR2
Sarcosine reductase component B alpha subunit (EC 1.21.4.3)	MR2
Selenocysteine-specific translation elongation factor	MR2
Sensory histidine kinase CreB	MR2
Septum formation protein Maf	MR2
Septum site-determining protein MinC	MR2
Septum site-determining protein MinD	MR2
Serine protease precursor MucD/AlgY associated with sigma factor RpoE	MR2
Serine transporter	MR2
Short chain fatty acids transporter	MR2
Sialic acid utilization regulator, RpiR family	MR2
Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase	MR2
Sialidase (EC 3.2.1.18)	MR2
Siderophore achromobactin ABC transporter, permease protein	MR2
Sigma factor RpoE regulatory protein RseC	MR2
Signal transduction protein CetB, mediates an energy taxis response	MR2
Similar to carbon monoxide dehydrogenase CooS subunit	MR2
Similar to ribosomal large subunit pseudouridine synthase D, TTE1780-type	MR2
Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	MR2
Sodium-Choline Symporter	MR2
Sodium-dependent phosphate transporter	MR2
Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	MR2
Spermidine N1-acetyltransferase (EC 2.3.1.57)	MR2
Spore germination protein GerHA/GerIA	MR2
Spore maturation protein B	MR2
Sporulation regulatory protein WhiD	MR2
SSU ribosomal protein S14e (S11p)	MR2
SSU ribosomal protein S16e (S9p)	MR2
SSU ribosomal protein S19e	MR2
SSU ribosomal protein S20e (S10p)	MR2
SSU ribosomal protein S23e (S12p)	MR2
SSU ribosomal protein S28e	MR2
SSU ribosomal protein S2e (S5p)	MR2
SSU ribosomal protein S3Ae	MR2
SSU ribosomal protein S3e (S3p)	MR2
SSU ribosomal protein S6e	MR2
SSU ribosomal protein S8e	MR2
SSU ribosomal protein S9e (S4p)	MR2
SSU ribosomal protein SAe (S2p)	MR2
Stage II sporulation serine phosphatase for sigma-F activation (SpoIIE)	MR2
Stage V sporulation protein E	MR2
Stage V sporulation protein required for dehydratation of the spore core and assembly of the coat (SpoVS)	MR2
Staphylocoagulase	MR2
Starvation sensing protein RspA	MR2
StbE replicon stabilization toxin	MR2
Streptolysin O	MR2
Streptomycin 3''-O-adenylyltransferase (EC 2.7.7.47)	MR2
Substrate-specific component CbrT of predicted cobalamin ECF transporter	MR2
Substrate-specific component TrpP of tryptophan ECF transporter	MR2
Sugar phosphate isomerases/epimerases family protein YcjR	MR2
Sulfate and thiosulfate binding protein CysP	MR2
Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	MR2
Sulfate transport system permease protein CysT	MR2
Sulfate transport system permease protein CysW	MR2
Sulfite reduction-associated complex DsrMKJOP iron-sulfur protein DsrO (=HmeA)	MR2
Sulfite reduction-associated complex DsrMKJOP multiheme protein DsrJ (=HmeF)	MR2
Sulfite reduction-associated complex DsrMKJOP protein DsrK (=HmeD)	MR2
Sulfite reduction-associated complex DsrMKJOP protein DsrM (= HmeC)	MR2
Sulfite reduction-associated complex DsrMKJOP protein DsrP (= HmeB)	MR2
Sulfur carrier protein ThiS	MR2
Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	MR2
superoxide dismutase [Fe-Zn] (EC 1.15.1.1)	MR2
Superoxide dismutase [Fe] (EC 1.15.1.1)	MR2
Superoxide dismutase [Mn/Fe] (EC 1.15.1.1)	MR2
Survival protein SurA precursor (Peptidyl-prolyl cis-trans isomerase SurA) (EC 5.2.1.8)	MR2
TATA-box binding protein	MR2
Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	MR2
Tetracycline resistance protein TetO	MR2
Tetrathionate reductase subunit A	MR2
Thermosome subunit	MR2
Thiamin ABC transporter, ATPase component	MR2
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	MR2
Thiamin-regulated outer membrane receptor Omr1	MR2
Thiazole biosynthesis protein ThiG	MR2
Thiol:disulfide oxidoreductase associated with MetSO reductase	MR2
Thioredoxin	MR2
Threonine dehydratase, catabolic (EC 4.3.1.19)	MR2
TolA protein	MR2
tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	MR2
TonB-dependent receptor	MR2
TonB-dependent siderophore receptor	MR2
TPR domain protein, putative component of TonB system	MR2
TPR repeat containing exported protein	MR2
Transaldolase (EC 2.2.1.2)	MR2
Transamidase GatB domain protein	MR2
Transcription initiation factor B	MR2
Transcriptional antiterminator of lichenan operon, BglG family	MR2
Transcriptional regulator AglR, LacI family	MR2
Transcriptional regulator of rhamnose utilization, LacI family	MR2
transcriptional regulator, Crp/Fnr family	MR2
Transcriptional regulator, luxR family, associated with agmatine catabolism	MR2
Transcriptional repressor of aga operon	MR2
Transcriptional repressor of CmeABC operon, CmeR	MR2
Transcriptional repressor protein TrpR	MR2
Translation elongation factor 1 alpha subunit	MR2
Translation elongation factor 2	MR2
Translation initiation factor SUI1-related protein	MR2
Transmembrane transport protein MmpL3	MR2
Transport ATP-binding protein CydCD	MR2
TRAP-type transport system, large permease component, predicted N-acetylneuraminate transporter	MR2
TRAP-type transport system, periplasmic component, predicted N-acetylneuraminate-binding protein	MR2
Trehalose phosphorylase (EC 2.4.1.64)	MR2
tRNA (adenine57/58-N1)-methyltransferase (EC 2.1.1.36)	MR2
tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)	MR2
tRNA nucleotidyltransferase, A-adding (EC 2.7.7.25)	MR2
tRNA pseudouridine 13 synthase (EC 4.2.1.-)	MR2
tRNA pseudouridine 55 synthase (EC 4.2.1.70)	MR2
tRNA:m(5)U-54 MTase gid	MR2
tRNA(Cytosine32)-2-thiocytidine synthetase	MR2
tRNA(U54)-2-thioribothymidine synthetase	MR2
TTE0858 replicon stabilization protein (antitoxin to TTE0859)	MR2
Twin-arginine translocation protein TatA	MR2
Two-component sensor histidine kinase, malate (EC 2.7.3.-)	MR2
Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	MR2
Type III restriction-modification system methylation subunit (EC 2.1.1.72)	MR2
Type III restriction-modification system StyLTI enzyme res (EC 3.1.21.5)	MR2
Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)	MR2
Type III secretion protein (YscP)	MR2
Type IV fimbrial assembly protein PilC	MR2
Type IV secretion/competence protein (VirB10)	MR2
Tyrosine-protein kinase Wzc (EC 2.7.10.2)	MR2
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	MR2
UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)	MR2
UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)	MR2
UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	MR2
UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase	MR2
Uncharacterized iron compound ABC uptake transporter, permease protein	MR2
Uncharacterized sugar kinase YdjH	MR2
Universal stress protein E	MR2
Unsaturated fatty acid biosythesis repressor FabR, TetR family	MR2
UPF0265 protein YeeX	MR2
Uptake hydrogenase large subunit (EC 1.12.99.6)	MR2
Ureidoglycolate/malate/sulfolactate dehydrogenase family (EC 1.1.1.-)	MR2
V-type ATP synthase subunit C (EC 3.6.3.14)	MR2
V-type ATP synthase subunit F (EC 3.6.3.14)	MR2
Vancomycin response regulator VanR	MR2
Various polyols ABC transporter, ATP-binding component	MR2
virulence cluster protein B VclB	MR2
WhiB-type transcription regulator	MR2
Xylose ABC transporter, permease component	MR2
Ync	MR2
Zinc uptake regulation protein ZUR	MR2
