Proteins	log fold change (HunterGatherer - JAE)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HunterGatherer)	structural.zero (JAE)	star_up	star_down	L2	L3
Copper-translocating P-type ATPase (EC 3.6.3.4)	0.0595004402079571	0.082616809507937	-0.268610270736406	0.38761115115232	0.124	0.159724907063197	FALSE	0	0	""	""	Protein Metabolism	Prolyl-tRNA synthetase associated editing enzymes
Superoxide dismutase [Mn] (EC 1.15.1.1)	0.489352962919957	0.241225262019625	-0.468667477356129	1.44737340319604	0.095	0.127340425531915	FALSE	0	0	""	""	Protein Metabolism	Prolyl-tRNA synthetase associated editing enzymes
ATP-dependent Clp protease ATP-binding subunit ClpX	0.159223534050792	0.046609012703426	-0.0258830609099677	0.344330129011552	0	0	TRUE	0	0	***	""	Protein Metabolism	Proteasome bacterial
ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	0.0740219288139628	0.0704331141398376	-0.205701523254558	0.353745380882484	0.251	0.296831058020478	FALSE	0	0	""	""	Protein Metabolism	Proteasome bacterial
Chaperone protein DnaJ	0.232929646224369	0.0519996348610978	0.0264143224695467	0.439444969979191	0	0	TRUE	0	0	***	""	Protein Metabolism	Protein chaperones
Chaperone protein DnaK	0.207797765497164	0.0633625533550278	-0.0438451211307809	0.459440652125108	0	0	TRUE	0	0	***	""	Protein Metabolism	Protein chaperones
HspR, transcriptional repressor of DnaK operon	0.303493776837828	0.231678541801852	-0.616612089194869	1.22359964287053	0.379	0.426375	FALSE	0	0	""	""	Protein Metabolism	Protein chaperones
Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	0.52378945329151	0.119848413193181	0.047814306192775	0.999764600390245	0	0	TRUE	0	0	***	""	Protein Metabolism	Protein degradation
ATP-dependent Clp protease, ATP-binding subunit ClpC	0.494814524016304	0.239278003994564	-0.455472426927522	1.44510147496013	0.078	0.106405511811024	FALSE	0	0	""	""	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
ATP-dependent protease domain protein (EC 3.4.21.-)	0.0140772949220858	0.840364679939229	-3.32341121655211	3.35156580639629	0.118	0.153422138836773	FALSE	0	0	""	""	Protein Metabolism	Proteolysis in bacteria, ATP-dependent
SSU ribosomal protein S5p (S2e)	0.0314500049858815	0.0654757518403861	-0.228585399599693	0.291485409571456	0.001	0.00225732899022801	TRUE	0	0	**	""	Protein Metabolism	Ribosomal protein S5p acylation
LSU ribosomal protein L28p	0.256319561593005	0.314595354644168	-0.993088471552785	1.50572759473879	0.38	0.426807131280389	FALSE	0	0	""	""	Protein Metabolism	Ribosomal proteins, zinc requirement
Ribosomal subunit interface protein	0.318304047023736	0.11370315592985	-0.133265355752302	0.769873449799773	0.006	0.0112989130434783	TRUE	0	0	*	""	Protein Metabolism	Ribosome activity modulation
Ribosome hibernation protein YfiA	0.192100879630353	0.380502588333714	-1.31905617809107	1.70325793735177	0.043	0.0636730769230769	FALSE	0	0	""	""	Protein Metabolism	Ribosome activity modulation
Ribonuclease E (EC 3.1.26.12)	0.0420080427421752	0.193004749173856	-0.724505767755293	0.808521853239644	0.882	0.88840988372093	FALSE	0	0	""	""	Protein Metabolism	Ribosome biogenesis bacterial
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	0.218276516925011	0.0750315620123784	-0.0797095624428013	0.516262596292823	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome biogenesis bacterial
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	0.0783050695577092	0.0704501966607222	-0.201486225339717	0.358096364455136	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome biogenesis bacterial
LSU ribosomal protein L10p (P0)	0.115955402080981	0.0530442441718551	-0.0947085629207386	0.3266193670827	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L11p (L12e)	0.134319544265593	0.0487060327461819	-0.0591153163494717	0.327754404880658	0.003	0.00611470588235294	TRUE	0	0	**	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L13p (L13Ae)	0.00264277701462845	0.0282508385059205	-0.10955476198694	0.114840316016197	0.069	0.0946871287128713	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L14p (L23e)	0.0279783114717445	0.0424069402582452	-0.140439851853374	0.196396474796863	0.277	0.324258445945946	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L15p (L27Ae)	0.200607247138168	0.0473868812864635	0.0124113654411883	0.388803128835148	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L16p (L10e)	0.130195942250779	0.0491422009813883	-0.064971150226025	0.325363034727584	0.001	0.00225732899022801	TRUE	0	0	**	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L17p	0.134628953229389	0.0481951289079532	-0.0567768648387192	0.326034771297497	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L18p (L5e)	0.0946492189556176	0.0788665269131337	-0.218567333091155	0.40786577100239	0.005	0.00954545454545455	TRUE	0	0	**	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L1p (L10Ae)	0.121062966613774	0.0356426355445752	-0.0204909200361076	0.262616853263656	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L20p	0.0244183441049852	0.044530762062828	-0.152434527439577	0.201271215649547	0.791	0.811917159763314	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L23p (L23Ae)	0.143374808421306	0.0425777037050953	-0.025721537906557	0.31247115474917	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L24p (L26e)	0.157865372679637	0.0441898654140785	-0.0176336358623968	0.33336438122167	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L25p	0.0831925798297517	0.0563974171893769	-0.140788432746806	0.307173592406309	0.175	0.216949910554562	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L2p (L8e)	0.115378269995817	0.0383278822094288	-0.0368400104682728	0.267596550459908	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L3p (L3e)	0.0130777688656725	0.0490734129341613	-0.181816133503519	0.207971671234864	0.16	0.201234119782214	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L4p (L1e)	0.0793493950619979	0.042067524744509	-0.0877207875533739	0.24641957767737	0.008	0.0148632707774799	TRUE	0	0	*	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L5p (L11e)	0.139411908118184	0.0419061108993682	-0.0270172232171773	0.305841039453546	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L6p (L9e)	0.186672134194551	0.0400840068567724	0.0274794461010852	0.345864822288017	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L7/L12 (P1/P2)	0.0529247050095467	0.0441284825980958	-0.122330523126153	0.228179933145246	0.068	0.0935	FALSE	0	0	""	""	Protein Metabolism	Ribosome LSU bacterial
LSU ribosomal protein L9p	0.0226036953662838	0.041066925531789	-0.140492631068835	0.185700021801402	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome LSU bacterial
SSU ribosomal protein S10p (S20e)	0.0329957850686453	0.0442138614036349	-0.142598522980112	0.208590093117402	0.03	0.0475743707093822	TRUE	0	0	*	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S11p (S14e)	0.0421552845579729	0.0574748959988483	-0.186104909704597	0.270415478820543	0.501	0.543338028169014	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S13p (S18e)	0.0510972839464454	0.0564247607630459	-0.172992322988206	0.275186890881097	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S16p	0.15262897586824	0.0445650171989572	-0.0243599391417592	0.32961789087824	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S17p (S11e)	0.0740815997255933	0.047288073876927	-0.113721870674186	0.261885070125373	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S19p (S15e)	0.0535709027002964	0.0608820268019484	-0.188220631210269	0.295362436610861	0.53	0.571213063763608	FALSE	0	0	""	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S1p	0.0685793522114597	0.0523439893577017	-0.139303567307112	0.276462271730032	0.002	0.00421276595744681	TRUE	0	0	**	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S4p (S9e)	0.0930156544485587	0.0536008585316179	-0.119858891358584	0.305890200255702	0.024	0.0388598130841122	TRUE	0	0	*	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S7p (S5e)	0.0109977924233231	0.0399043664906562	-0.147481458191841	0.169477043038487	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S8p (S15Ae)	0.0126157494907559	0.0451171877193077	-0.166566097721223	0.191797596702734	0	0	TRUE	0	0	***	""	Protein Metabolism	Ribosome SSU bacterial
SSU ribosomal protein S9p (S16e)	0.000904188254393645	0.0487976059824122	-0.19289435330916	0.194702729817947	0.031	0.0487142857142857	TRUE	0	0	*	""	Protein Metabolism	Ribosome SSU bacterial
Signal peptidase I (EC 3.4.21.89)	0.237467613630025	0.0611626826613423	-0.00543853840855693	0.480373765668606	0	0	TRUE	0	0	***	""	Protein Metabolism	Signal peptidase
Translation elongation factor G	0.0331565319487552	0.0437259113675879	-0.140499894037184	0.206812957934694	0.278	0.324333333333333	FALSE	0	0	""	""	Protein Metabolism	Translation elongation factor G family
Translation elongation factor LepA	0.108280585716289	0.0557927975822755	-0.113299194346952	0.329860365779529	0	0	TRUE	0	0	***	""	Protein Metabolism	Translation elongation factors bacterial
Translation elongation factor Ts	0.029876904808761	0.0501344037592808	-0.169230697605358	0.228984507222881	0.371	0.418734527687296	FALSE	0	0	""	""	Protein Metabolism	Translation elongation factors bacterial
Ribosome-binding factor A	0.0925804136301211	0.0705780432748707	-0.187718621080909	0.372879448341152	0.273	0.320116751269036	FALSE	0	0	""	""	Protein Metabolism	Translation initiation factors bacterial
Translation initiation factor 2	0.0443358205721989	0.0343078580602635	-0.0919170287713708	0.180588669915769	0.223	0.26876347826087	FALSE	0	0	""	""	Protein Metabolism	Translation initiation factors bacterial
Translation initiation factor 3	0.121595740035043	0.0747122094524764	-0.175122038171111	0.418313518241197	0.162	0.203012658227848	FALSE	0	0	""	""	Protein Metabolism	Translation initiation factors bacterial
GTP-binding protein EngA	0.0496894512167945	0.0669631693960692	-0.216253197119453	0.315632099553042	0.563	0.599322580645161	FALSE	0	0	""	""	Protein Metabolism	Universal GTPases
GTP-binding protein Era	0.0526507925539281	0.0356271161126544	-0.0888414590380117	0.194143044145868	0	0	TRUE	0	0	***	""	Protein Metabolism	Universal GTPases
GTP-binding protein HflX	0.0898785045368182	0.0626968693496744	-0.159120633759985	0.338877642833622	0.007	0.0131463414634146	TRUE	0	0	*	""	Protein Metabolism	Universal GTPases
GTP-binding protein TypA/BipA	0.0350364807526891	0.0410665796930586	-0.128058472192066	0.198131433697444	0.004	0.00796551724137931	TRUE	0	0	**	""	Protein Metabolism	Universal GTPases
Ribosome small subunit-stimulated GTPase EngC	0.0504747531851066	0.0846300310360645	-0.285631419588594	0.386580925958807	0.474	0.516481132075472	FALSE	0	0	""	""	Protein Metabolism	Universal GTPases
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I	0.165725344644187	0.0559915065156783	-0.0566436032627179	0.388094292551092	0.002	0.00421276595744681	TRUE	0	0	**	""	Regulation and Cell signaling	Plastidial (p)ppGpp-mediated response in plants
Membrane-associated zinc metalloprotease	0.306954529682273	0.0934506589702261	-0.0641825589509347	0.678091618315481	0	0	TRUE	0	0	***	""	Regulation and Cell signaling	Sex pheromones in Enterococcus faecalis and other Firmicutes
Immunogenic secreted protein	1.51509504274592	0.403662296674344	-0.0880402505690405	3.11823033606089	0	0	TRUE	0	0	***	""	Regulation and Cell signaling	Streptococcal Mga Regulon
SMT0608 replicon stabilization toxin	0.181559721927269	0	0.181559721927269	0.181559721927269	0	0	TRUE	0	1	***	""	Regulation and Cell signaling	Toxin-antitoxin replicon stabilization systems
StbD replicon stabilization protein (antitoxin to StbE)	1.82575483274044	0.260007060756884	0.793142921634146	2.85836674384673	0	0	TRUE	0	0	***	""	Regulation and Cell signaling	Toxin-antitoxin replicon stabilization systems
VapC toxin protein	0.416247900774025	0.343098550806414	-0.946359903855106	1.77885570540316	0.39	0.436623586429725	FALSE	0	0	""	""	Regulation and Cell signaling	Toxin-antitoxin systems (other than RelBE and MazEF)
Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	0.522230961233644	0.60880388043321	-1.89561929495952	2.94008121742681	0	0	TRUE	0	0	***	""	Respiration	Biogenesis of c-type cytochromes
Formate dehydrogenase N alpha subunit (EC 1.2.1.2)	0.645600478502542	0.227908408199999	-0.259532390826133	1.55073334783122	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Formate dehydrogenase
Formate hydrogenlyase subunit 4	0.447580090756909	0.30825548990137	-0.77664931905012	1.67180950056394	0.267	0.31361186440678	FALSE	0	0	""	""	Respiration	Formate hydrogenase
Glutaconyl-CoA decarboxylase delta chain (EC 4.1.1.70)	0.71636249673978	0.221257602983336	-0.162356856489826	1.59508184996939	0	0	TRUE	0	0	***	""	Respiration	Na+ translocating decarboxylases and related biotin-dependent enzymes
[NiFe] hydrogenase nickel incorporation protein HybF	0.314366162069411	0.693570931885392	-2.44013444024927	3.06886676438809	0.033	0.0511610738255034	FALSE	0	0	""	""	Respiration	NiFe hydrogenase maturation
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	0.500435733413048	0.210318681644	-0.334839951645505	1.3357114184716	0	0	TRUE	0	0	***	""	Respiration	Respiration / HGM
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	0.0683036120675542	0.0921012774409575	-0.297474439639143	0.434081663774252	0.487	0.529813186813187	FALSE	0	0	""	""	Respiration	Respiration / HGM
NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	0.0180605787957777	0.0787510615218065	-0.29469740517189	0.330818562763445	0	0	TRUE	0	0	***	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	0.0161076077903584	0.083463836461817	-0.315367050729345	0.347582266310062	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	0.0763776785454837	0.0842028075732691	-0.258031786319199	0.410787143410167	0.038	0.0580044052863436	FALSE	0	0	""	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	0.0359466929040693	0.0769419442012322	-0.269626424281997	0.341519810090136	0.001	0.00225732899022801	TRUE	0	0	**	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	0.0119462544286737	0.0589756272623961	-0.222274058661431	0.246166567518778	0.02	0.0329216152019002	TRUE	0	0	*	""	Respiration	Respiratory Complex I
NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	0.133534946180653	0.0861604648176455	-0.208649308270598	0.475719200631904	0.204	0.246722513089005	FALSE	0	0	""	""	Respiration	Respiratory Complex I
DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	0.266910719867505	0.0675207332391665	-0.00124628012484135	0.535067719859852	0	0	TRUE	0	0	***	""	RNA Metabolism	ATP-dependent RNA helicases, bacterial
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	0.0136283230366843	0.0619735359585107	-0.232498113752544	0.259754759825912	0.851	0.863459736456808	FALSE	0	0	""	""	RNA Metabolism	Q RZ
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	0.0200906931303741	0.0484693878364367	-0.172404337805472	0.212585724066221	0.001	0.00225732899022801	TRUE	0	0	**	""	RNA Metabolism	RNA polymerase bacterial
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	0.0736262340178016	0.0435415068188422	-0.0992978336508565	0.24655030168646	0	0	TRUE	0	0	***	""	RNA Metabolism	RNA polymerase bacterial
3'-to-5' exoribonuclease RNase R	0.108481028669228	0.120178678358878	-0.368805758747771	0.585767816086227	0.589	0.622221036585366	FALSE	0	0	""	""	RNA Metabolism	RNA processing and degradation, bacterial
tRNA pseudouridine synthase A (EC 4.2.1.70)	0.00433613420413614	0.058537882134882	-0.22814568443361	0.236817952841882	0.043	0.0636730769230769	FALSE	0	0	""	""	RNA Metabolism	RNA pseudouridine syntheses
Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1.51280977833074	0.241525724326402	0.553596059087868	2.47202349757361	0	0	TRUE	0	0	***	""	RNA Metabolism	rRNA modification bacteria
rRNA small subunit methyltransferase H	0.178742474838216	0.0832142545693749	-0.151740975080528	0.509225924756961	0.039	0.0592697368421053	FALSE	0	0	""	""	RNA Metabolism	rRNA modification bacteria
rRNA small subunit methyltransferase I	0.126511332478211	0.0457804135473057	-0.055304500471503	0.308327165427925	0.002	0.00421276595744681	TRUE	0	0	**	""	RNA Metabolism	rRNA modification bacteria
TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	0.122813763057174	0.0855607923848061	-0.216988906466693	0.46261643258104	0.001	0.00225732899022801	TRUE	0	0	**	""	RNA Metabolism	t(6)A synthesis in Archaea and Eukaryotes
Transcription antitermination protein NusG	0.25711422648515	0.0512309310353129	0.0536517918492152	0.460576661121085	0	0	TRUE	0	0	***	""	RNA Metabolism	Transcription factors bacterial
Transcription elongation factor GreA	0.0059408853341516	0.0447339607614262	-0.171718985050684	0.183600755718988	0.021	0.0343231132075472	TRUE	0	0	*	""	RNA Metabolism	Transcription factors bacterial
Transcription termination factor Rho	0.0618762375233555	0.0743665241092815	-0.233468659493193	0.357221134539904	0.324	0.372358208955224	FALSE	0	0	""	""	RNA Metabolism	Transcription factors bacterial
Transcription termination protein NusA	0.00235872703301432	0.0437365656278642	-0.171340012096396	0.176057466162424	0.037	0.0566026490066225	FALSE	0	0	""	""	RNA Metabolism	Transcription factors bacterial
Transcription termination protein NusB	0.345658880947175	0.057073183139469	0.118994079833669	0.572323682060682	0	0	TRUE	0	0	***	""	RNA Metabolism	Transcription factors bacterial
RNA polymerase sigma-70 factor	0.868504557911423	0.241844938014819	-0.0919769109682765	1.82898602679112	0	0	TRUE	0	0	***	""	RNA Metabolism	Transcription initiation, bacterial sigma factors
Ribonuclease PH (EC 2.7.7.56)	0.054293555569866	0.0370638217330361	-0.0929045385174309	0.201491649657163	0.198	0.239884615384615	FALSE	0	0	""	""	RNA Metabolism	tRNA processing
Ribonuclease Z (EC 3.1.26.11)	0.290870905886617	0.0777717589722175	-0.0179978010962688	0.599739612869503	0	0	TRUE	0	0	***	""	RNA Metabolism	tRNA processing
Heat-inducible transcription repressor HrcA	0.279078581202294	0.0909587901541583	-0.0821621091835148	0.640319271588102	0.002	0.00421276595744681	TRUE	0	0	**	""	Stress Response	At5g63290
Carbon starvation protein A	0.246434832300727	0.116856477992129	-0.217657914693676	0.71052757929513	0.057	0.0807791411042945	FALSE	0	0	""	""	Stress Response	Carbon Starvation
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	0.0776318359573534	0.0638862145072266	-0.176090758589176	0.331354430503883	0	0	TRUE	0	0	***	""	Sulfur Metabolism	Thioredoxin-disulfide reductase
PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	0.04421264982662	0.112746620194368	-0.403557893830046	0.491983193483286	0.399	0.445979032258065	FALSE	0	0	""	""	Virulence	Mercuric reductase
Outer membrane component of tripartite multidrug resistance system	1.06128703309625	0.416723835100585	-0.593721852101363	2.71629591829386	0.002	0.00421276595744681	TRUE	0	0	**	""	Virulence	Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria
internalin, putative (LPXTG motif)	0.209479624696107	0	0.209479624696107	0.209479624696107	0	0	TRUE	0	1	***	""	Virulence, Disease and Defense	Listeria surface proteins: Internalin-like proteins
Hyaluronate lyase precursor (EC 4.2.2.1)	2.23050458163339	0.286546339092244	1.09249255238615	3.36851661088064	0	0	TRUE	0	0	***	""	Virulence, Disease and Defense	Streptococcus pyogenes Virulome
Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	0.00854607376923777	0.0595354905250348	-0.227897723067457	0.244989870605932	0.86	0.871315789473684	FALSE	0	0	""	""	Unclassified	Family 02 Ca2+ P-type ATPase
Serine hydroxymethyltransferase (EC 2.1.2.1)	-0.028227499725439	0.0582508553252735	-0.259569398156612	0.203114398705734	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Alanine, serine, glycine metabolism in plants
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	-0.0189520932305367	0.036289121168569	-0.163073482292667	0.125169295831594	0.067	0.0923081510934394	FALSE	0	0	""	""	Amino Acids and Derivatives	Arginine and Ornithine Degradation
Acetylglutamate kinase (EC 2.7.2.8)	-0.0380675802726698	0.066003949380963	-0.30020070893631	0.22406554839097	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Arginine Biosynthesis extended
Argininosuccinate lyase (EC 4.3.2.1)	-0.0130737494822792	0.0513404462546811	-0.216971121229683	0.190823622265124	0.015	0.0254156479217604	TRUE	0	0	""	*	Amino Acids and Derivatives	Arginine Biosynthesis extended
N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	-0.17871152261888	0.0969999423506135	-0.563944506508973	0.206521461271214	0.042	0.063	FALSE	0	0	""	""	Amino Acids and Derivatives	Arginine Biosynthesis extended
Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	-0.0720500135197835	0.285297550148173	-1.20510250692077	1.0610024798812	0.455	0.498127962085308	FALSE	0	0	""	""	Amino Acids and Derivatives	Branched-chain amino acid metabolism in plants
Serine acetyltransferase (EC 2.3.1.30)	-0.0852243142718132	0.0787496081379069	-0.397976526159592	0.227527897615966	0.421	0.467552884615385	FALSE	0	0	""	""	Amino Acids and Derivatives	Cysteine Biosynthesis
Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	-0.0180843117263176	0.0556540178035767	-0.239112931170736	0.2029443077181	0.32	0.368985024958403	FALSE	0	0	""	""	Amino Acids and Derivatives	Evolution of Proline Biosynthesis (for review by Fichman et al)
Glutamine synthetase type I (EC 6.3.1.2)	-0.0660374656087619	0.0431979762211241	-0.237597209608668	0.105522278391144	0.158	0.19908	FALSE	0	0	""	""	Amino Acids and Derivatives	Glutamine synthetases
Glycerate kinase (EC 2.7.1.31)	-0.0818678073346986	0.0872144904376843	-0.428238099683131	0.264502485013734	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Glycine and Serine Utilization
Glycine cleavage system H protein	-0.144649744062613	0.063825314016548	-0.398130473746381	0.108830985621156	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Glycine and Serine Utilization
L-serine dehydratase (EC 4.3.1.17)	-0.341968794410339	0.124172332833766	-0.835116286408233	0.151178697587555	0.003	0.00611470588235294	TRUE	0	0	""	**	Amino Acids and Derivatives	Glycine and Serine Utilization
L-serine dehydratase, alpha subunit (EC 4.3.1.17)	-0.295130940546486	0.0820248329684328	-0.620890630622384	0.0306287495294127	0.001	0.00225732899022801	TRUE	0	0	""	**	Amino Acids and Derivatives	Glycine and Serine Utilization
ATP phosphoribosyltransferase (EC 2.4.2.17)	-0.0509081201084003	0.0722388986057171	-0.337803202604687	0.235986962387886	0.364	0.412851063829787	FALSE	0	0	""	""	Amino Acids and Derivatives	Histidine Biosynthesis
Histidinol dehydrogenase (EC 1.1.1.23)	-0.0668066314769469	0.0956474729886964	-0.446668315185974	0.31305505223208	0.01	0.018	TRUE	0	0	""	*	Amino Acids and Derivatives	Histidine Biosynthesis
Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	-0.074934378628158	0.0699532293381556	-0.352751979521972	0.202883222265656	0.046	0.067253164556962	FALSE	0	0	""	""	Amino Acids and Derivatives	Histidine Biosynthesis
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	-0.468521553994619	0.0562453934107384	-0.691898807718873	-0.245144300270366	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Histidine Biosynthesis
Butyryl-CoA dehydrogenase (EC 1.3.99.2)	-0.0672132777646208	0.0761868371837041	-0.369787505235194	0.235360949705953	0.115	0.150652173913044	FALSE	0	0	""	""	Amino Acids and Derivatives	Isoleucine degradation
Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	-0.124874098023771	0.0497438006550373	-0.322430429419392	0.0726822333718511	0.009	0.0165437665782493	TRUE	0	0	""	*	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
Diaminopimelate decarboxylase (EC 4.1.1.20)	-0.0275544355127391	0.0445208346748279	-0.204367880669936	0.149259009644458	0.059	0.0832729124236253	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
Threonine synthase (EC 4.2.3.1)	-0.127262435526065	0.104930371005942	-0.54399092982973	0.2894660587776	0.344	0.392092105263158	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	-0.0556357728366601	0.0864091904871424	-0.398807835419631	0.287536289746311	0.784	0.807298662704309	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine Biosynthesis DAP Pathway
Acetate kinase (EC 2.7.2.1)	-0.0115139673117284	0.0439060696162204	-0.185885887534171	0.162857952910714	0.443	0.488074721780604	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine fermentation
5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	-0.00106011235260794	0.0710215309566607	-0.2831204479349	0.281000223229684	0.832	0.847905882352941	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine and cysteine metabolism in plants
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	-0.285773021096048	0.0984451680533361	-0.676745684787621	0.105199642595524	0.005	0.00954545454545455	TRUE	0	0	""	**	Amino Acids and Derivatives	Methionine and cysteine metabolism in plants
S-adenosylmethionine synthetase (EC 2.5.1.6)	-0.0311372518014288	0.0469530007256893	-0.217609987081736	0.155335483478878	0.043	0.0636730769230769	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine and cysteine metabolism in plants
5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	-0.124018388100218	0.0736491307002251	-0.416514174108072	0.168477397907635	0.123	0.158731843575419	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine Biosynthesis
Homoserine O-acetyltransferase (EC 2.3.1.31)	-0.115283903772876	0.0552834403447713	-0.33484078357747	0.104272976031718	0.048	0.0695899581589958	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine Biosynthesis
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	-0.0743513991242111	0.0443603488506594	-0.250527478614808	0.101824680366386	0.142	0.181560885608856	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine Degradation
