Pathway	Residual
Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	MR2
Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	MR2
Ornithine carbamoyltransferase (EC 2.1.3.3)	MR2
Orotate phosphoribosyltransferase (EC 2.4.2.10)	MR2
Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	MR2
Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	MR2
Outer membrane lipoprotein LolB precursor	MR2
Outer membrane stress sensor protease DegQ, serine protease	MR2
Oxaloacetate decarboxylase gamma chain (EC 4.1.1.3)	MR2
Pantoate--beta-alanine ligase (EC 6.3.2.1)	MR2
Pantothenate kinase (EC 2.7.1.33)	MR2
Peptide chain release factor 1	MR2
Peptide chain release factor 2	MR2
Peptide chain release factor 2 unshifted fragment	MR2
Peptide deformylase (EC 3.5.1.88)	MR2
Peptide transport periplasmic protein SapA	MR2
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	MR2
Peptidyl-tRNA hydrolase (EC 3.1.1.29)	MR2
Periplasmic nitrate reductase component NapD	MR2
Permease of the drug/metabolite transporter (DMT) superfamily	MR2
Phage capsid scaffolding protein	MR2
Phage tail fibers	MR2
Phage tape measure	MR2
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	MR2
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	MR2
Phosphate acetyltransferase (EC 2.3.1.8)	MR2
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	MR2
Phosphate starvation-inducible protein PhoH, predicted ATPase	MR2
Phosphate transport system regulatory protein PhoU	MR2
Phosphatidate cytidylyltransferase (EC 2.7.7.41)	MR2
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	MR2
Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	MR2
Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	MR2
Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	MR2
Phosphoglucosamine mutase (EC 5.4.2.10)	MR2
Phosphoglycerate kinase (EC 2.7.2.3)	MR2
Phosphoglycolate phosphatase (EC 3.1.3.18)	MR2
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	MR2
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	MR2
Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	MR2
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	MR2
Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	MR2
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	MR2
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	MR2
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	MR2
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	MR2
Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	MR2
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	MR2
Phosphoserine aminotransferase (EC 2.6.1.52)	MR2
Phosphoserine phosphatase (EC 3.1.3.3)	MR2
Polyphosphate glucokinase (EC 2.7.1.63)	MR2
Polyphosphate kinase (EC 2.7.4.1)	MR2
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	MR2
Possible alpha-xyloside ABC transporter, permease component	MR2
Potassium uptake protein TrkH	MR2
Potassium uptake protein, integral membrane component, KtrB	MR2
Potassium voltage-gated channel subfamily KQT	MR2
Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	MR2
Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	MR2
Prephenate dehydratase (EC 4.2.1.51)	MR2
Primosomal protein I	MR2
Probable low-affinity inorganic phosphate transporter	MR2
ProQ: influences osmotic activation of compatible solute ProP	MR2
Protein hydE	MR2
Protein yihD	MR2
PTS system, fructose-specific IIB component (EC 2.7.1.69)	MR2
PTS system, glucose-specific IIA component	MR2
PTS system, glucose-specific IIB component (EC 2.7.1.69)	MR2
PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	MR2
PTS system, sucrose-specific IIB component (EC 2.7.1.69)	MR2
Purine nucleoside phosphorylase (EC 2.4.2.1)	MR2
Putative CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase	MR2
Putative deoxyribonuclease similar to YcfH, type 4	MR2
Putative deoxyribonuclease YcfH	MR2
Putative stomatin/prohibitin-family membrane protease subunit YbbK	MR2
Putative sugar nucleotidyltransferase	MR2
Putative thiol:disulfide oxidoreductase, nitrite reductase complex assembly	MR2
Putrescine carbamoyltransferase (EC 2.1.3.6)	MR2
Putrescine/proton symporter, putrescine/ornithine antiporter PotE	MR2
Pyridoxal kinase (EC 2.7.1.35)	MR2
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	MR2
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	MR2
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	MR2
Pyruvate formate-lyase (EC 2.3.1.54)	MR2
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	MR2
Pyruvate kinase (EC 2.7.1.40)	MR2
Pyruvate,phosphate dikinase (EC 2.7.9.1)	MR2
RecA protein	MR2
Recombination inhibitory protein MutS2	MR2
Recombination protein RecR	MR2
regulator of length of O-antigen component of lipopolysaccharide chains	MR2
Replicative DNA helicase (DnaB) (EC 3.6.4.12)	MR2
Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	MR2
Respiratory nitrate reductase beta chain (EC 1.7.99.4)	MR2
Riboflavin kinase (EC 2.7.1.26)	MR2
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	MR2
Ribokinase (EC 2.7.1.15)	MR2
Ribonuclease E inhibitor RraB	MR2
Ribonuclease HI (EC 3.1.26.4)	MR2
Ribonuclease HII (EC 3.1.26.4)	MR2
Ribonuclease III (EC 3.1.26.3)	MR2
Ribonuclease P protein component (EC 3.1.26.5)	MR2
Ribonuclease PH (EC 2.7.7.56)	MR2
Ribonuclease Z (EC 3.1.26.11)	MR2
Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	MR2
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	MR2
Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	MR2
Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	MR2
Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	MR2
Ribonucleotide reductase transcriptional regulator NrdR	MR2
Ribose 5-phosphate isomerase B (EC 5.3.1.6)	MR2
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	MR2
Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	MR2
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	MR2
Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	MR2
Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	MR2
Ribosomal subunit interface protein	MR2
Ribosome hibernation protein YfiA	MR2
Ribosome small subunit-stimulated GTPase EngC	MR2
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	MR2
Ribosome-binding factor A	MR2
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	MR2
RNA polymerase sigma factor RpoD	MR2
RNA polymerase sporulation specific sigma factor SigF	MR2
RNA polymerase sporulation specific sigma factor SigG	MR2
RND efflux system, inner membrane transporter CmeB	MR2
Rod shape-determining protein MreC	MR2
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	MR2
rRNA small subunit methyltransferase H	MR2
rRNA small subunit methyltransferase I	MR2
S-adenosylmethionine synthetase (EC 2.5.1.6)	MR2
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	MR2
S-ribosylhomocysteine lyase (EC 4.4.1.21)	MR2
Segregation and condensation protein B	MR2
Serine acetyltransferase (EC 2.3.1.30)	MR2
Serine hydroxymethyltransferase (EC 2.1.2.1)	MR2
Seryl-tRNA synthetase (EC 6.1.1.11)	MR2
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	MR2
Shikimate kinase I (EC 2.7.1.71)	MR2
Sialic acid biosynthesis protein NeuD, O-acetyltransferase	MR2
Sigma factor RpoE negative regulatory protein RseA	MR2
Signal peptidase I (EC 3.4.21.89)	MR2
Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	MR2
Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	MR2
Single-stranded DNA-binding protein	MR2
Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	MR2
Sodium-Choline Symporter	MR2
SSU ribosomal protein S10p (S20e)	MR2
SSU ribosomal protein S11p (S14e)	MR2
SSU ribosomal protein S12p (S23e)	MR2
SSU ribosomal protein S13p (S18e)	MR2
SSU ribosomal protein S14p (S29e)	MR2
SSU ribosomal protein S15p (S13e)	MR2
SSU ribosomal protein S16p	MR2
SSU ribosomal protein S17p (S11e)	MR2
SSU ribosomal protein S18p	MR2
SSU ribosomal protein S19p (S15e)	MR2
SSU ribosomal protein S1p	MR2
SSU ribosomal protein S20p	MR2
SSU ribosomal protein S2p (SAe)	MR2
SSU ribosomal protein S3p (S3e)	MR2
SSU ribosomal protein S4p (S9e)	MR2
SSU ribosomal protein S5p (S2e)	MR2
SSU ribosomal protein S6p	MR2
SSU ribosomal protein S7p (S5e)	MR2
SSU ribosomal protein S8p (S15Ae)	MR2
SSU ribosomal protein S9p (S16e)	MR2
Substrate-specific component BioY of biotin ECF transporter	MR2
Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	MR2
Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	MR2
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	MR2
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	MR2
Sucrose-6-phosphate hydrolase (EC 3.2.1.B3)	MR2
Sulfur carrier protein adenylyltransferase ThiF	MR2
Superoxide dismutase [Mn] (EC 1.15.1.1)	MR2
Thiamin ABC transporter, transmembrane component	MR2
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	MR2
Thiamine-monophosphate kinase (EC 2.7.4.16)	MR2
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	MR2
Thioredoxin	MR2
Thioredoxin reductase (EC 1.8.1.9)	MR2
Threonine dehydratase (EC 4.3.1.19)	MR2
Threonine dehydrogenase and related Zn-dependent dehydrogenases	MR2
Threonine synthase (EC 4.2.3.1)	MR2
Threonyl-tRNA synthetase (EC 6.1.1.3)	MR2
Thymidine kinase (EC 2.7.1.21)	MR2
Thymidylate kinase (EC 2.7.4.9)	MR2
Thymidylate synthase (EC 2.1.1.45)	MR2
tmRNA-binding protein SmpB	MR2
TonB-dependent receptor	MR2
Topoisomerase IV subunit A (EC 5.99.1.-)	MR2
Topoisomerase IV subunit B (EC 5.99.1.-)	MR2
Transcription antitermination protein NusG	MR2
Transcription elongation factor GreA	MR2
Transcription termination factor Rho	MR2
Transcription termination protein NusA	MR2
Transcription termination protein NusB	MR2
Transcription-repair coupling factor	MR2
Transcriptional regulator, luxR family, associated with agmatine catabolism	MR2
Transketolase (EC 2.2.1.1)	MR2
Translation elongation factor G	MR2
Translation elongation factor LepA	MR2
Translation elongation factor P	MR2
Translation elongation factor Ts	MR2
Translation elongation factor Tu	MR2
Translation initiation factor 1	MR2
Translation initiation factor 2	MR2
Translation initiation factor 3	MR2
TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	MR2
Triosephosphate isomerase (EC 5.3.1.1)	MR2
Trk system potassium uptake protein TrkA	MR2
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	MR2
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	MR2
tRNA 2-thiouridine synthesizing protein E (EC 2.8.1.-)	MR2
tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	MR2
tRNA pseudouridine synthase A (EC 4.2.1.70)	MR2
tRNA pseudouridine synthase B (EC 4.2.1.70)	MR2
tRNA-guanine transglycosylase (EC 2.4.2.29)	MR2
tRNA-i(6)A37 methylthiotransferase	MR2
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	MR2
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	MR2
Tryptophan synthase alpha chain (EC 4.2.1.20)	MR2
Tryptophan synthase beta chain (EC 4.2.1.20)	MR2
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	MR2
TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	MR2
TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	MR2
TsaD/Kae1/Qri7 protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	MR2
TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	MR2
Two-component system response regulator DccR	MR2
Two-peptide bacteriocin peptide CibA	MR2
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	MR2
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	MR2
Type IV fimbrial biogenesis protein PilW	MR2
Type IV fimbrial biogenesis protein PilX	MR2
Type IV pilus biogenesis protein PilP	MR2
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	MR2
UDP-galactopyranose mutase (EC 5.4.99.9)	MR2
UDP-glucose 4-epimerase (EC 5.1.3.2)	MR2
UDP-glucose dehydrogenase (EC 1.1.1.22)	MR2
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	MR2
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	MR2
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	MR2
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	MR2
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	MR2
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	MR2
UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	MR2
UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	MR2
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	MR2
Universal stress protein A	MR2
UPF0265 protein YeeX	MR2
Uracil permease	MR2
Uracil phosphoribosyltransferase (EC 2.4.2.9)	MR2
Uracil-DNA glycosylase, family 1	MR2
Urocanate hydratase (EC 4.2.1.49)	MR2
Vitamin B12 ABC transporter, permease component BtuC	MR2
Xanthine permease	MR2
Xanthine/uracil/thiamine/ascorbate permease family protein	MR2
Z-ring-associated protein ZapA	MR2
