Proteins	log fold change (Baka - Nzime)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Baka)	structural.zero (Nzime)	L2	L3	star
Xanthine phosphoribosyltransferase (EC 2.4.2.22)	0.128755056242385	0.141791182612234	-0.445218384688496	0.702728497173266	0.363845945003679	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine conversions	""
Sorbitol operon transcription regulator	0.129129460740083	0.29891404131481	-1.08088034152821	1.33913926300838	0.665744829647556	0.998995155490989	FALSE	0	0	Carbohydrates	D-Sorbitol(D-Glucitol) and L-Sorbose Utilization	""
Ni/Fe-hydrogenase 2 B-type cytochrome subunit	0.129394563756762	0.239524771049768	-0.840206327460819	1.09899545497434	0.589049662997479	0.998995155490989	FALSE	0	0	Respiration	Hydrogenases	""
Putative phosphatase YqaB	0.129616977722496	0.18566619274507	-0.621963350130902	0.881197305575894	0.485103177853545	0.998995155490989	FALSE	0	0	DNA Metabolism	2-phosphoglycolate salvage	""
L-arabinose transport system permease protein (TC 3.A.1.2.2)	0.129734707279102	0.23933713926737	-0.839106646865816	1.09857606142402	0.587778273871104	0.998995155490989	FALSE	0	0	Arabinose Sensor and transport module	An Arabinose Sensor	""
Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family	0.129843559779912	0.352909147400823	-1.29873947294357	1.55842659250339	0.71293029580116	0.998995155490989	FALSE	0	0	Carbohydrates	Chitin and N-acetylglucosamine utilization	""
Vancomycin response regulator VanR	0.130731906957831	0.180736754579119	-0.600893960160836	0.862357774076499	0.469478558324084	0.998995155490989	FALSE	0	0	Virulence	Resistance to Vancomycin	""
TRAP-type transport system, large permease component, predicted N-acetylneuraminate transporter	0.130732443312301	0.25371248123559	-0.896300572274796	1.1577654588994	0.606358815764626	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Sialic Acid Metabolism	""
Kup system potassium uptake protein	0.133004496842415	0.336032260232819	-1.22726057124068	1.49326956492551	0.6922461477602	0.998995155490989	FALSE	0	0	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions	""
Glutamate--cysteine ligase (EC 6.3.2.2), divergent, of Alpha- and Beta-proteobacteria type	0.133085263460937	0.317430377442385	-1.15187902444447	1.41804955136634	0.675027499811004	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ	""
Energy-conserving hydrogenase (ferredoxin), subunit F	0.133352973693793	0.121920926334576	-0.360185286729031	0.626891234116616	0.274057584253923	0.998995155490989	FALSE	0	0	Respiration	Energy-conserving hydrogenase (ferredoxin)	""
Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)	0.134415581192211	0.147511910996753	-0.462715478534144	0.731546640918567	0.362180262176289	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Branched-chain amino acid metabolism in plants	""
Substrate-specific component ThiW of predicted thiazole ECF transporter	0.134676297923595	0.174219774611792	-0.570568708640763	0.839921304487954	0.439507392880044	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein	""
FIG049476: HIT family protein	0.134892943448427	0.184321129450133	-0.611242542254413	0.881028429151268	0.464268324201379	0.998995155490989	FALSE	0	0	Miscellaneous	YebC	""
Flagellar synthesis regulator FleN	0.135704941800726	0.243975460579523	-0.851912426442048	1.1233223100435	0.578057915893955	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
DNA repair exonuclease family protein YhaO	0.138695486190074	0.204189044119448	-0.687865701145103	0.965256673525252	0.496979229429002	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial	""
Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	0.138820669765495	0.139740009557855	-0.426849583094895	0.704490922625884	0.320504797937661	0.998995155490989	FALSE	0	0	Miscellaneous	Metabolite repair	""
Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	0.139153767202889	0.244562534231451	-0.850840086501599	1.12914762090738	0.569362563214537	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of cbb3-type cytochrome c oxidases	""
Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2	0.140810634262735	0.142709601145524	-0.4368805825979	0.71850185112337	0.323792922947809	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S cluster assembly	""
Xyloside transporter XynT	0.140824869475028	0.282372236036075	-1.00222338610098	1.28387312505103	0.617976184016244	0.998995155490989	FALSE	0	0	Carbohydrates	Xylose utilization	""
D-malic enzyme (EC 1.1.1.83)	0.141040646173903	0.279011697844466	-0.988404086011706	1.27048537835951	0.613207112281053	0.998995155490989	FALSE	0	0	Carbohydrates	Pyruvate metabolism I: anaplerotic reactions, PEP	""
FIG021862: membrane protein, exporter	0.141145919969187	0.206108500055015	-0.69318526200004	0.975477101938414	0.493461503077324	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Phospholipid and Fatty acid biosynthesis related cluster	""
Flagellum-specific ATP synthase FliI	0.142004288320024	0.196037069375813	-0.651557548083849	0.935566124723896	0.46883574350215	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
UPF0225 protein YchJ	0.142141891314891	0.153072820393216	-0.477499836861996	0.761783619491778	0.353101602777446	0.998995155490989	FALSE	0	0	General Stress Response and Stationary Phase Response	RpoS Regulators SG1	""
ABC transporter multidrug efflux pump, fused ATP-binding domains	0.142875259463708	0.165921894728996	-0.528779769352989	0.814530288280404	0.389183248296471	0.998995155490989	FALSE	0	0	Membrane Transport	ATP-dependent efflux pump transporter Ybh	""
Flagellin protein FlaA	0.143658426596601	0.203866989165222	-0.681599076074689	0.968915929267891	0.481017226963861	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellum	""
polysulfide reductase, subunit A	0.146362387602274	0.245358397220474	-0.84685313482592	1.13957791003047	0.550824640310067	0.998995155490989	FALSE	0	0	Respiration	Anaerobic respiratory reductases	""
Alfa-L-rhamnosidase (EC 3.2.1.40)	0.14706784675123	0.242571456995141	-0.834866087912953	1.12900178141541	0.544324392712395	0.998995155490989	FALSE	0	0	Carbohydrates	L-rhamnose utilization	""
twitching motility protein PilG	0.147233591475368	0.201864121011077	-0.669916262292893	0.964383445243629	0.465775492327896	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Bacterial motility:Gliding	""
Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	0.147367872829259	0.169464009331239	-0.538625704188851	0.833361449847368	0.384512681720792	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Methionine Degradation	""
L-idonate, D-gluconate, 5-keto-D-gluconate transporter	0.147695587210766	0.140089483468559	-0.419389342777969	0.714780517199501	0.291748056118969	0.998995155490989	FALSE	0	0	Carbohydrates	D-gluconate and ketogluconates metabolism	""
S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B	0.148540988844152	0.206910155925399	-0.689035311544217	0.986117289232521	0.47281838788877	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Polyamine Metabolism	""
Colicin I receptor precursor	0.148546199305846	0.397976662185197	-1.46247100216092	1.75956340077261	0.708959749062056	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
archaeal ATPase, fused to C-terminal DUF234 domain	0.149057065855098	0.175173709118716	-0.560049485985028	0.858163617695223	0.394819333492918	0.998995155490989	FALSE	0	0	RNA Metabolism	tRNA modification Archaea	""
Predicted transcriptional regulator of the myo-inositol catabolic operon	0.149171498944724	0.200405206842564	-0.662072642141712	0.960415640031159	0.456665111971773	0.998995155490989	FALSE	0	0	Carbohydrates	Inositol catabolism	""
Protein involved in catabolism of external DNA	0.14949919811317	0.271183897986451	-0.948258449328175	1.24725684555452	0.581439373659399	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA processing cluster	""
Hydroxypyruvate reductase (EC 1.1.1.81)	0.149585734476151	0.286573100269045	-1.01046770050706	1.30963916945937	0.601683508492061	0.998995155490989	FALSE	0	0	Carbohydrates	Glycerate metabolism	""
Outer membrane hemoglobin-haptoglobin utilization protein HpuB	0.152042325486801	0.249557351745109	-0.858170645812444	1.16225529678605	0.542360047290521	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	Hemin transport system	""
Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	0.15242832436783	0.160745612996512	-0.498273016197696	0.803129664933355	0.342998092290758	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	LOS core oligosaccharide biosynthesis	""
N-linked glycosylation glycosyltransferase PglG	0.152720874551963	0.151333971145019	-0.459881958343421	0.765323707447348	0.312895738591796	0.998995155490989	FALSE	0	0	Protein Metabolism	N-linked Glycosylation in Bacteria	""
Coenzyme F420 hydrogenase maturation protease (EC 3.4.24.-)	0.153221416172569	0.167828173018267	-0.526150263911908	0.832593096257045	0.361260422496906	0.998995155490989	FALSE	0	0	Respiration	Coenzyme F420 hydrogenase	""
D-alanine aminotransferase (EC 2.6.1.21)	0.153843341294621	0.160674583270338	-0.496570469569908	0.804257152159149	0.33832302278098	0.998995155490989	FALSE	0	0	Carbohydrates	Pyruvate Alanine Serine Interconversions	""
Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)	0.154375380974693	0.207214812837645	-0.684434176468194	0.993184938417579	0.456270712180943	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Branched chain amino acid degradation regulons	""
Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family	0.154772475689259	0.249621781776423	-0.855701309618947	1.16524626099747	0.535239401382688	0.998995155490989	FALSE	0	0	Stress Response	FOL Commensurate regulon activation	""
Cytochrome c-type protein NrfB precursor	0.155079436813132	0.216361276254464	-0.72075518088373	1.03091405450999	0.473521260025666	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrate and nitrite ammonification	""
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	0.155528783465132	0.225360173722432	-0.756733544679701	1.06779111160997	0.490109741265687	0.998995155490989	FALSE	0	0	Respiration	Respiration / HGM	""
Membrane-bound lytic murein transglycosylase B precursor (EC 3.2.1.-)	0.156341271786038	0.277698590136385	-0.967787975080706	1.28047051865278	0.573442324751928	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Murein Hydrolases	""
Tol biopolymer transport system, TolR protein	0.157636335176629	0.227496825838138	-0.763275201926971	1.07854787228023	0.488361869167571	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
Radical SAM domain heme biosynthesis protein	0.157806170827333	0.232807573118426	-0.784603373657427	1.10021571531209	0.497873458089045	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Heme biosynthesis orphans	""
Predicted hydrolase of the metallo-beta-lactamase superfamily, clustered with KDO2-Lipid A biosynthesis genes	0.160183674147704	0.313822800468429	-1.11017707261349	1.43054442090889	0.609752247858336	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	KDO2-Lipid A biosynthesis	""
Copper-sensing two-component system response regulator CpxR	0.160337669847148	0.309093297770713	-1.09087795880946	1.41155329850375	0.603945194389081	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Orphan regulatory proteins	""
Nitrous oxide reductase maturation protein NosD	0.160500101288356	0.23278380012444	-0.781813209658406	1.10281341223512	0.490520371824056	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Denitrification	""
Predicted NAD regulator in Alphaproteobacteria	0.161684313526505	0.339098912115508	-1.21099462050238	1.53436324755539	0.633500445789554	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD regulation	""
Putative TolA protein	0.162148086683958	0.24994871207049	-0.849649118757807	1.17394529212572	0.516515861780515	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)	0.163225863801333	0.298015802349427	-1.04314784981716	1.36959957741982	0.583891900246909	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolate, glyoxylate interconversions	""
DNA-binding protein HU-alpha	0.163291467062216	0.167274587060561	-0.513839286392398	0.840422220516829	0.328971242214646	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA structural proteins, bacterial	""
hydrogenase, subunit gamma related protein	0.16353506651749	0.12718939029636	-0.351330037597975	0.678400170632954	0.198526735154126	0.998995155490989	FALSE	0	0	Respiration	Hydrogenases	""
Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	0.164736363374119	0.145060054901154	-0.422469535605765	0.751942262354003	0.256106214345176	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine conversions	""
Guanine deaminase (EC 3.5.4.3)	0.164797414291694	0.185346843499737	-0.585490181659582	0.91508501024297	0.373933289121332	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine conversions	""
Putative two-component response regulator	0.165129628167678	0.17961090763514	-0.561938788815572	0.892198045150927	0.357899897788076	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Two-component regulatory systems in Campylobacter	""
COG2110, Macro domain, possibly ADP-ribose binding module	0.165303866505633	0.179720740621734	-0.562209156524917	0.892816889536183	0.357686795435973	0.998995155490989	FALSE	0	0	Miscellaneous	At1g69340 At2g40600	""
Phage tail sheath monomer	0.165427372604467	0.261811901405209	-0.89439225198507	1.225246997194	0.527481097214399	0.998995155490989	FALSE	0	0	Phages, Prophages, Transposable elements, Plasmids	Phage tail proteins 2	""
2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	0.166389674762516	0.277149268529554	-0.955515907648921	1.28829525717395	0.548265522515047	0.998995155490989	FALSE	0	0	Phosphorus Metabolism	Phosphoenolpyruvate phosphomutase	""
Predicted hydroxymethylpyrimidine transporter CytX	0.166418713870071	0.189070331944719	-0.598941635094893	0.931779062835034	0.378753816184416	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis	""
Cytochrome c-type biogenesis protein Ccs1/ResB	0.16678498763643	0.229616863447698	-0.762708502584731	1.09627847785759	0.467616817540966	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of c-type cytochromes	""
Heat shock (predicted periplasmic) protein YciM, precursor	0.166866994293501	0.292259072321178	-1.01620336518159	1.34993735376859	0.568029646812837	0.998995155490989	FALSE	0	0	Stress Response	Osmotic stress cluster	""
2-iminoacetate synthase (ThiH) (EC 4.1.99.19)	0.166984151343568	0.156286091638667	-0.465664960786376	0.799633263473512	0.285316774769204	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis	""
N-acetylglucosamine related transporter, NagX	0.167462457649322	0.277246525932142	-0.954836824602902	1.28976173990155	0.545830318813513	0.998995155490989	FALSE	0	0	Carbohydrates	Chitin and N-acetylglucosamine utilization	""
2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	0.170104058018186	0.162064241065588	-0.485935114393946	0.826143230430317	0.29389799690479	0.998995155490989	FALSE	0	0	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	""
Molybdopterin biosynthesis protein MoeB	0.17101379949346	0.197123778960236	-0.626947058259785	0.968974657246704	0.385643326006096	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdenum cofactor biosynthesis	""
Carboxynorspermidine dehydrogenase, putative (EC 1.1.1.-)	0.171747262376946	0.166794880412559	-0.50344162931787	0.846936154071761	0.303154870140041	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Polyamine Metabolism	""
Periplasmic nitrate reductase precursor (EC 1.7.99.4)	0.174420653294909	0.221031252789397	-0.720318119451934	1.06915942604175	0.430040628009802	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrate and nitrite ammonification	""
Primosomal replication protein N	0.174935751248833	0.16725754007995	-0.502125995699603	0.851997498197269	0.2956041950249	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA-replication	""
Transcriptional repressor protein TyrR	0.17563587493943	0.238042515419803	-0.787964816910346	1.13923656678921	0.460615294766822	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	""
Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	0.177958127458548	0.241109382026446	-0.798057299543731	1.15397355446083	0.460465547233542	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	CDP-diacylglycerol biosynthesis in plants	""
L,L-diaminopimelate aminotransferase (EC 2.6.1.83)	0.178280804322099	0.259279387960813	-0.871287157017976	1.22784876566217	0.491703986286187	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Lysine and threonine metabolism in plants	""
iron-chelator utilization protein	0.178410613661341	0.29448189779036	-1.0136577861688	1.37047901349148	0.544617169771312	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
Pseudouridine 5'-phosphate glycosidase	0.179902213372905	0.196172257936011	-0.61420686892907	0.97401129567488	0.359109911308172	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Pseudouridine Metabolism	""
Colanic acid biosynthesis glycosyl transferase WcaE	0.180282361141105	0.217537719594092	-0.700314521876253	1.06087924415846	0.407251152282944	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Colanic acid biosynthesis	""
PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	0.181400692545706	0.211609357799644	-0.675198067629642	1.03799945272105	0.391310467348826	0.998995155490989	FALSE	0	0	Carbohydrates	Beta-Glucoside Metabolism	""
Membrane-associated protein containing RNA-binding TRAM domain and ribonuclease PIN-domain, YacL B.subtilis ortholog	0.181753792679926	0.180663876594534	-0.549577062952063	0.913084648311914	0.314399773509297	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Bacterial motility:Gliding	""
Uracil-DNA glycosylase, family 4	0.181987138247858	0.210852930754662	-0.671549590665581	1.0355238671613	0.388082556492356	0.998995155490989	FALSE	0	0	DNA Metabolism	Uracil-DNA glycosylase	""
Alpha-N-arabinofuranosidase 2 (EC 3.2.1.55)	0.182831508375474	0.2709484729173	-0.913973133846982	1.27963615059793	0.499813443315339	0.998995155490989	FALSE	0	0	Carbohydrates	L-Arabinose CS	""
Phosphonopyruvate decarboxylase (EC 4.1.1.82)	0.189999632142527	0.305963843646877	-1.0485479058853	1.42854717017035	0.534608041706436	0.998995155490989	FALSE	0	0	Phosphorus Metabolism	Phosphoenolpyruvate phosphomutase	""
Signal-transduction regulatory protein FlgR	0.191260264357402	0.177383791231529	-0.5267927424855	0.909313271200304	0.280931783111424	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Two-component regulatory systems in Campylobacter	""
LysR family regulatory protein CidR	0.19130719165208	0.300183720276815	-1.02384229553367	1.40645667883783	0.523929219433161	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Murein hydrolase regulation and cell death	""
Aconitate hydratase 2 (EC 4.2.1.3)	0.192330865962671	0.313040135877673	-1.07486163944546	1.4595233713708	0.538953132533473	0.998995155490989	FALSE	0	0	Carbohydrates	acinetobacter tca	""
tRNA (uracil(54)-C5)-methyltransferase (EC 2.1.1.35)	0.1923846282253	0.151871035428571	-0.422392251244436	0.807161507695037	0.205239999144876	0.998995155490989	FALSE	0	0	Predictions based on plant-prokaryote comparative analysis	At3g21300	""
Methionine synthase activation domain (EC 2.1.1.13)	0.192403021183091	0.261235490869299	-0.865083282443957	1.24988932481014	0.46141929007118	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Methionine Biosynthesis	""
N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein	0.193076437566286	0.162082730653585	-0.463037581054535	0.849190456187107	0.233566631584886	0.998995155490989	FALSE	0	0	Carbohydrates	Chitin and N-acetylglucosamine utilization	""
Isocitrate lyase (EC 4.1.3.1)	0.193258205015821	0.346367827771344	-1.20884543973169	1.59536184976333	0.57687404115212	0.998995155490989	FALSE	0	0	Carbohydrates	Citrate Metabolism KE4	""
Carboxynorspermidine decarboxylase, putative (EC 4.1.1.-)	0.193475167318074	0.183310425855751	-0.548568970748464	0.935519305384613	0.291219120831078	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Polyamine Metabolism	""
Iron-sulfur cluster assembly scaffold protein IscU	0.193644359781128	0.26865449856462	-0.893874230034137	1.28116294959639	0.471036704676322	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Fe-S cluster assembly	""
Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily M (as in PMID19099556)	0.193848709835358	0.339488092239258	-1.18040563283781	1.56810305250853	0.567997627824242	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Cell envelope-associated LytR-CpsA-Psr transcriptional attenuators	""
L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)	0.195467547334039	0.26686625199122	-0.88481218587493	1.27574728054301	0.463890838279375	0.998995155490989	FALSE	0	0	Arabinose Sensor and transport module	An Arabinose Sensor	""
Thiazole tautomerase TenI (EC 5.3.99.10)	0.195804513376383	0.210748936415667	-0.657311244447804	1.04892027120057	0.352842977457109	0.998995155490989	FALSE	0	0	Thiamin	ThiD ThiE fusions	""
Glutathione-regulated potassium-efflux system protein KefC	0.196019644126336	0.325124768549357	-1.120091687327	1.51213097557968	0.54657128479519	0.998995155490989	FALSE	0	0	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions	""
Flagellar regulatory protein FleQ	0.198540570571306	0.201856221083248	-0.618577304136792	1.0156584452794	0.325324917195214	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellum	""
Anaerobic dehydrogenases, typically selenocysteine-containing	0.198875982685341	0.295723174922031	-0.998217130905474	1.39596909627616	0.501260818539829	0.998995155490989	FALSE	0	0	Respiration	Anaerobic respiratory reductases	""
Acetylornithine deacetylase (EC 3.5.1.16)	0.200739394692425	0.191277406553136	-0.573555234839536	0.975034024224386	0.293963070537792	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Arginine Biosynthesis extended	""
ATPase of the AAA+ family protein associated with FIG137771 hypothetical protein	0.200853936292095	0.132467613085481	-0.335377515437216	0.737085388021406	0.12945630594683	0.998995155490989	FALSE	0	0	Predictions based on plant-prokaryote comparative analysis	At1g14345	""
Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly	0.201918564822343	0.265413826975573	-0.87248172392071	1.2763188535654	0.446795159047729	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrate and nitrite ammonification	""
Acetoacetyl-CoA reductase (EC 1.1.1.36)	0.20208230045001	0.303240641799138	-1.02544166399517	1.42960626489519	0.50514969544499	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Lysine fermentation	""
Putative parvulin type peptidyl-prolyl isomerase, similarity with PrsA foldase	0.203017817204265	0.195622946672895	-0.588867642513962	0.994903276922492	0.299362407626862	0.998995155490989	FALSE	0	0	Protein Metabolism	Peptidyl-prolyl cis-trans isomerase	""
Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)	0.204307155328782	0.270296290192432	-0.889857438649409	1.29847174930697	0.44973091698755	0.998995155490989	FALSE	0	0	Carbohydrates	L-Arabinose CS	""
Chromosome partition protein MukE	0.204357696471874	0.225903769792487	-0.710105119045006	1.11882051198875	0.365665262296771	0.998995155490989	FALSE	0	0	Cell Division and Cell Cycle	MukBEF Chromosome Condensation	""
Protein of unknown function DUF374	0.208071339008495	0.226558869395469	-0.709043332331495	1.12518601034848	0.358410245254647	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Lipopolysaccharide-related cluster in Alphaproteobacteria	""
Cellobiose phosphorylase (EC 2.4.1.-)	0.20927494035231	0.22080204612205	-0.684535999386034	1.10308588009065	0.343234137652999	0.998995155490989	FALSE	0	0	Carbohydrates	Beta-Glucoside Metabolism	""
Cytochrome c4	0.209901241852055	0.289093929129465	-0.96035655695941	1.38015904066352	0.467798376566395	0.998995155490989	FALSE	0	0	Respiration	Soluble cytochromes and functionally related electron carriers	""
Programmed cell death toxin MazF	0.210636804051021	0.173713873160767	-0.492560303685868	0.913833911787911	0.22530181133672	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	MazEF toxin-antitoxing (programmed cell death) system	""
Histidine transport protein (permease)	0.211167450120108	0.278482117015393	-0.91613352865916	1.33846842889938	0.448283312315701	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Histidine Degradation	""
Flagellar basal-body rod modification protein FlgD	0.211303432237865	0.222540935877465	-0.689546566755983	1.11215343123171	0.342364513423785	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
Glutathione-regulated potassium-efflux system ATP-binding protein	0.211513652282349	0.227492006734754	-0.709378376997839	1.13240568156254	0.352493803694315	0.998995155490989	FALSE	0	0	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions	""
DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	0.211540966563042	0.152975821777438	-0.407708109347052	0.830790042473137	0.16671416924434	0.998995155490989	FALSE	0	0	RNA Metabolism	RNA polymerase bacterial	""
Xylose ABC transporter, permease component	0.212880248939621	0.162983663704011	-0.446880764039202	0.872641261918445	0.191503353518389	0.998995155490989	FALSE	0	0	Carbohydrates	Sugar utilization in Thermotogales	""
Putative capsular polysaccharide transport protein YegH	0.2130068025283	0.328016580210298	-1.1148106382823	1.5408242433389	0.516093978571608	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Capsular Polysaccharides Biosynthesis and Assembly	""
Mll9366 protein	0.213775524357132	0.250616612035811	-0.800725353021282	1.22827640173555	0.393660290446894	0.998995155490989	FALSE	0	0	Phages, Prophages, Transposable elements, Plasmids	CBSS-203122.12.peg.188	""
Chitin binding protein	0.213894951681965	0.240645985978776	-0.760244639185125	1.18803454254906	0.374090921212176	0.998995155490989	FALSE	0	0	Carbohydrates	Chitin and N-acetylglucosamine utilization	""
N-acetylmannosaminyltransferase (EC 2.4.1.187)	0.214149788117826	0.257429344557822	-0.827929161858333	1.25622873809399	0.405477855149949	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Teichoic and lipoteichoic acids biosynthesis	""
Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	0.215507580501401	0.206380952924156	-0.619926495934967	1.05094165693777	0.296382580662	0.998995155490989	FALSE	0	0	Carbohydrates	L-ascorbate utilization (and related gene clusters)	""
Quinone-reactive Ni/Fe-hydrogenase small chain precursor (EC 1.12.5.1)	0.216156698368141	0.26798126682397	-0.868636636381148	1.30095003311743	0.419890503607136	0.998995155490989	FALSE	0	0	Respiration	Hydrogenases	""
RNA polymerase sigma factor for flagellar operon	0.216971181852287	0.224477522081791	-0.691718155433814	1.12566051913839	0.333763619861225	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
Six-cysteine peptide SCIFF	0.217010988711083	0.193242924834293	-0.565240096717954	0.999262074140121	0.261439287581817	0.998995155490989	FALSE	0	0	Protein Metabolism	SCIFF peptide maturase system	""
Transcriptional regulatory protein UhpA	0.21835426800813	0.202070772195099	-0.599632113737259	1.03634064975352	0.2798825889549	0.998995155490989	FALSE	0	0	Carbohydrates	Hexose Phosphate Uptake System	""
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	0.220897400045306	0.273681842703046	-0.886971975768885	1.3287667758595	0.419590380786672	0.998995155490989	FALSE	0	0	Respiration	Respiration / HGM	""
Alpha-xylosidase (EC 3.2.1.-)	0.221711243748298	0.2884461453257	-0.945924313736334	1.38934680123293	0.442107055596868	0.998995155490989	FALSE	0	0	Carbohydrates	Xylose utilization	""
