Proteins	log fold change (HunterGatherer - HMP)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HMP)	structural.zero (HunterGatherer)	star_up	star_down	L2	L3
Cysteine synthase (EC 2.5.1.47)	-0.0412578480994572	0.0302016805670131	-0.161203110347876	0.078687414148962	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Cysteine Biosynthesis
Serine acetyltransferase (EC 2.3.1.30)	-0.0383303723286339	0.0435510727831755	-0.211292430999086	0.134631686341818	0.421	0.467552884615385	FALSE	0	0	""	""	Amino Acids and Derivatives	Cysteine Biosynthesis
Glutamine synthetase type I (EC 6.3.1.2)	-0.0319379997290223	0.0650736470476294	-0.290376454611367	0.226500455153322	0.158	0.19908	FALSE	0	0	""	""	Amino Acids and Derivatives	Glutamine synthetases
Aspartate ammonia-lyase (EC 4.3.1.1)	-0.0347491614437843	0.0670984904837957	-0.301229234289211	0.231730911401642	0.304	0.352884422110553	FALSE	0	0	""	""	Amino Acids and Derivatives	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis
L-asparaginase (EC 3.5.1.1)	-0.163856543239463	0.0507025610652874	-0.365220568997843	0.0375074825189168	0.002	0.00421276595744681	TRUE	0	0	""	**	Amino Acids and Derivatives	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis
D-serine/D-alanine/glycine transporter	-0.180323894064175	0.133401113770231	-0.710123271946413	0.349475483818063	0.194	0.235450087565674	FALSE	0	0	""	""	Amino Acids and Derivatives	Glycine and Serine Utilization
Glycerate kinase (EC 2.7.1.31)	-0.343243484363823	0.0948991380126348	-0.720133173360363	0.0336462046327174	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Glycine and Serine Utilization
Glycine cleavage system H protein	-0.22125062497052	0.0581455660878088	-0.45217436967771	0.00967311973666948	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Glycine and Serine Utilization
L-serine dehydratase (EC 4.3.1.17)	-0.280127106392971	0.0927879049651259	-0.648632083121957	0.088377870336015	0.003	0.00611470588235294	TRUE	0	0	""	**	Amino Acids and Derivatives	Glycine and Serine Utilization
L-serine dehydratase, alpha subunit (EC 4.3.1.17)	-0.181644011665722	0.0668243154391263	-0.447035204786	0.0837471814545554	0.001	0.00225732899022801	TRUE	0	0	""	**	Amino Acids and Derivatives	Glycine and Serine Utilization
Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	-0.0462981443013213	0.0774083365931958	-0.353723527875035	0.261127239272393	0.012	0.021	TRUE	0	0	""	*	Amino Acids and Derivatives	Glycine cleavage system
Histidinol-phosphate aminotransferase (EC 2.6.1.9)	-0.0408988401235932	0.0621848936014135	-0.287864678808022	0.206066998560835	0.01	0.018	TRUE	0	0	""	*	Amino Acids and Derivatives	Histidine Biosynthesis
Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	-0.0936478472270768	0.0946695175576371	-0.4696256040008	0.282329909546646	0.003	0.00611470588235294	TRUE	0	0	""	**	Amino Acids and Derivatives	Histidine Biosynthesis
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	-0.0722592086619924	0.0883615042460548	-0.423184839305004	0.278666421981019	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Histidine Biosynthesis
Butyryl-CoA dehydrogenase (EC 1.3.99.2)	-0.109534279616735	0.0606301022369473	-0.350325301057511	0.131256741824041	0.115	0.150652173913044	FALSE	0	0	""	""	Amino Acids and Derivatives	Isoleucine degradation
Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	-0.0267976657203555	0.0333214595382837	-0.159133056592109	0.105537725151399	0.009	0.0165437665782493	TRUE	0	0	""	*	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
Diaminopimelate decarboxylase (EC 4.1.1.20)	-0.100457123299876	0.0515199105584062	-0.305067233297946	0.104152986698195	0.059	0.0832729124236253	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
Homoserine kinase (EC 2.7.1.39)	-0.0608781242256393	0.057272652202459	-0.288335112019542	0.166578863568264	0.01	0.018	TRUE	0	0	""	*	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
Threonine synthase (EC 4.2.3.1)	-0.0468103383359484	0.0451592971121968	-0.226159422008892	0.132538745336995	0.344	0.392092105263158	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine and threonine metabolism in plants
Meso-diaminopimelate D-dehydrogenase (EC 1.4.1.16)	-0.0209247933856132	0.0865929834419451	-0.364826785354941	0.322977198583715	0.121	0.156734579439252	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine Biosynthesis DAP Pathway
N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	-0.0759516179211985	0.13664582298899	-0.618637281958947	0.46673404611655	0.784	0.807298662704309	FALSE	0	0	""	""	Amino Acids and Derivatives	Lysine Biosynthesis DAP Pathway
5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	-0.0226446040409822	0.0459895334051964	-0.205290951575486	0.160001743493521	0.832	0.847905882352941	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine and cysteine metabolism in plants
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	-0.113206583182363	0.074118886327852	-0.407567992588999	0.181154826224273	0.005	0.00954545454545455	TRUE	0	0	""	**	Amino Acids and Derivatives	Methionine and cysteine metabolism in plants
Homoserine O-acetyltransferase (EC 2.3.1.31)	-0.099297668933362	0.119327029481555	-0.573202152915046	0.374606815048322	0.048	0.0695899581589958	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine Biosynthesis
Methionine ABC transporter ATP-binding protein	-0.0329505126817633	0.0529213825386325	-0.243126535604085	0.177225510240559	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Methionine Biosynthesis
Methionine ABC transporter substrate-binding protein	-0.207539409940763	0.0537359162267121	-0.420950334199456	0.00587151431793043	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Methionine Biosynthesis
O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	-0.248495097964538	0.0645632108227332	-0.50490636741525	0.00791617148617391	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Methionine Biosynthesis
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	-0.0548666124547346	0.0979722715790612	-0.44396117894912	0.334227954039651	0.142	0.181560885608856	FALSE	0	0	""	""	Amino Acids and Derivatives	Methionine Degradation
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	-0.506365813662956	0.171200496538065	-1.18628454893844	0.17355292161253	0.003	0.00611470588235294	TRUE	0	0	""	**	Amino Acids and Derivatives	Phenylalanine and Tyrosine Branches from Chorismate
Phosphate acetyltransferase (EC 2.3.1.8)	-0.0626141269272083	0.0501784531173602	-0.261896670328303	0.136668416473886	0.31	0.359247491638796	FALSE	0	0	""	""	Amino Acids and Derivatives	Threonine anaerobic catabolism gene cluster
Aminodeoxychorismate lyase (EC 4.1.3.38)	-0.239868705317281	0.0763477643294977	-0.543082051152883	0.0633446405183205	0.001	0.00225732899022801	TRUE	0	0	""	**	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Anthranilate synthase, aminase component (EC 4.1.3.27)	-0.0114267745716585	0.0795106160219536	-0.327201311327174	0.304347762183856	0.668	0.699280966767372	FALSE	0	0	""	""	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	-0.239827126743352	0.0856920550045332	-0.580151102666432	0.100496849179728	0	0	TRUE	0	0	""	***	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Tryptophan synthase alpha chain (EC 4.2.1.20)	-0.195709524111328	0.0750419052903627	-0.493736681563772	0.102317633341115	0.015	0.0254156479217604	TRUE	0	0	""	*	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24)	-0.330578658545597	0.177303629877734	-1.03473584397419	0.373578526883	0.117	0.152407894736842	FALSE	0	0	""	""	Amino Acids and Derivatives	Tryptophan synthesis
Ferredoxin-like protein	-0.00454538670033378	0.373806130873131	-1.48910762151238	1.48001684811172	0.001	0.00225732899022801	TRUE	0	0	""	**	Carbohydrates	Acetyl-CoA fermentation to Butyrate
Citrate lyase beta chain (EC 4.1.3.6)	-0.163204490113621	0.084782770044921	-0.499917262259572	0.17350828203233	0.092	0.124280701754386	FALSE	0	0	""	""	Carbohydrates	acinetobacter tca
Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	-0.0153384780705395	0.0441440589720937	-0.190655567408298	0.159978611267219	0.792	0.811917159763314	FALSE	0	0	""	""	Carbohydrates	acinetobacter tca
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	-0.190355839471702	0.0878969586493314	-0.539436538230817	0.158724859287413	0	0	TRUE	0	0	""	***	Carbohydrates	acinetobacter tca
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	-0.362693924972718	0.0968340781352559	-0.74726818304242	0.021880333096984	0	0	TRUE	0	0	""	***	Carbohydrates	acinetobacter tca
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	-0.0647351751435945	0.0331945614841277	-0.196566593385389	0.0670962430981999	0.002	0.00421276595744681	TRUE	0	0	""	**	Carbohydrates	alpha carboxysome
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	-0.154903668263725	0.0372295500803711	-0.302759948574765	-0.00704738795268534	0	0	TRUE	0	0	""	***	Carbohydrates	Calvin-Benson cycle
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	-0.196009191537563	0.0767390099235771	-0.500776360024896	0.108757976949771	0.014	0.0240148514851485	TRUE	0	0	""	*	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization
Purine nucleoside phosphorylase (EC 2.4.2.1)	-0.144607213141434	0.0442500981504781	-0.320345434575855	0.031131008292987	0	0	TRUE	0	0	""	***	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	-0.0174106496370374	0.0940262021739212	-0.390833494533025	0.35601219525895	0	0	TRUE	0	0	""	***	Carbohydrates	Entner-Doudoroff Pathway
Polyphosphate glucokinase (EC 2.7.1.63)	-0.0372167832799306	0.143696876984603	-0.607905542004911	0.53347197544505	0.183	0.223666666666667	FALSE	0	0	""	""	Carbohydrates	Entner-Doudoroff Pathway
Pyruvate kinase (EC 2.7.1.40)	-0.0820956436871736	0.026732661196498	-0.188263777301376	0.0240724899270284	0.002	0.00421276595744681	TRUE	0	0	""	**	Carbohydrates	Entner-Doudoroff Pathway
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	-0.234747352911353	0.0559939254410261	-0.457125907523241	-0.0123687982994653	0	0	TRUE	0	0	""	***	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Dihydrofolate reductase (EC 1.5.1.3)	-0.28640418283456	0.0507781858995501	-0.488068550839062	-0.0847398148300585	0	0	TRUE	0	0	""	***	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Thymidylate synthase (EC 2.1.1.45)	-0.0650265150701088	0.0344340189310228	-0.20178040933716	0.0717273791969423	0.049	0.0705966735966736	FALSE	0	0	""	""	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Glucose-6-phosphate isomerase (EC 5.3.1.9)	-0.0129232636061118	0.0300461638794992	-0.132250894996988	0.106404367784764	0.046	0.067253164556962	FALSE	0	0	""	""	Carbohydrates	Formaldehyde assimilation: Ribulose monophosphate pathway
Sucrose-6-phosphate hydrolase (EC 3.2.1.B3)	-0.376256056865445	0.0799275371604044	-0.693686386091761	-0.0588257276391297	0	0	TRUE	0	0	""	***	Carbohydrates	Fructooligosaccharides(FOS) and Raffinose Utilization
Fructose-specific phosphocarrier protein HPr	-0.583088588080872	0.274887518842957	-1.67479788761064	0.508620711448901	0.067	0.0923081510934394	FALSE	0	0	""	""	Carbohydrates	Fructose utilization
Glycerol kinase (EC 2.7.1.30)	-0.0622202284736595	0.0599294795879773	-0.300228743583987	0.175788286636668	0.031	0.0487142857142857	TRUE	0	0	""	*	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol uptake operon antiterminator regulatory protein	-0.394163910215422	0.313125612260799	-1.63773489614062	0.849407075709778	0	0	TRUE	0	0	""	***	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	-0.217012058166059	0.108704412130855	-0.648729067809444	0.214704951477326	0	0	TRUE	0	0	""	***	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	-0.15332015597544	0.0538707402784199	-0.367266530776483	0.0606262188256034	0.009	0.0165437665782493	TRUE	0	0	""	*	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization
1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	-0.0369981275270366	0.0442703484631655	-0.212816772600815	0.138820517546741	0.004	0.00796551724137931	TRUE	0	0	""	**	Carbohydrates	Glycogen metabolism
NAD-dependent malic enzyme (EC 1.1.1.38)	-0.415336982014661	0.132319181388975	-0.940839490955554	0.110165526926233	0	0	TRUE	0	0	""	***	Carbohydrates	Glycolysis and Gluconeogenesis in plants
Epi-inositol hydrolase (EC 3.7.1.-)	-0.123601027474691	0.164982691769739	-0.778825897721989	0.531623842772607	0.04	0.0602608695652174	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Inosose dehydratase (EC 4.2.1.44)	-0.0112739235124613	0.13561609127688	-0.549870032335542	0.52732218531062	0.871	0.878606986899563	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Major myo-inositol transporter IolT	-0.370712247743045	0.159598679331538	-1.00455463954131	0.263130144055219	0.035	0.0539	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)	-0.153084884016073	0.164450226007281	-0.806195079042745	0.500025311010599	0.453	0.49751030110935	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	-0.120218955404411	0.0789824662697854	-0.433895957872399	0.193458047063577	0.061	0.0854	FALSE	0	0	""	""	Carbohydrates	L-rhamnose utilization
Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	-0.336840545190348	0.0703472730039737	-0.616223081211829	-0.0574580091688682	0	0	TRUE	0	0	""	***	Carbohydrates	Lactate utilization
Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG	-0.258692572266199	0.0765129485125129	-0.562561943189778	0.0451767986573806	0.001	0.00225732899022801	TRUE	0	0	""	**	Carbohydrates	Lactate utilization
PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	-0.378383326168708	0.339570931549513	-1.72698127409656	0.970214621759147	0.003	0.00611470588235294	TRUE	0	0	""	**	Carbohydrates	N-Acetyl-Galactosamine and Galactosamine Utilization
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	-0.00879913917716735	0.0301825179588934	-0.128668297579273	0.111070019224939	0.457	0.499528391167193	FALSE	0	0	""	""	Carbohydrates	Pentose phosphate pathway
Cell division protein FtsA	-0.149202776371319	0.0740079274359992	-0.443123515155255	0.144717962412616	0.04	0.0602608695652174	FALSE	0	0	""	""	Cell Division and Cell Cycle	Bacterial Cytoskeleton
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	-0.0581650805721719	0.0806839907002003	-0.378599647195418	0.262269486051074	0.181	0.222005309734513	FALSE	0	0	""	""	Cell Division and Cell Cycle	Bacterial Cytoskeleton
Cell division protein MraZ	-0.0929969483498985	0.0469933307537124	-0.27962985338556	0.0936359566857631	0.001	0.00225732899022801	TRUE	0	0	""	**	Cell Division and Cell Cycle	Bacterial Cytoskeleton
Chromosome (plasmid) partitioning protein ParB	-0.173723456513999	0.0607026273821344	-0.41480250985882	0.067355596830822	0.002	0.00421276595744681	TRUE	0	0	""	**	Cell Division and Cell Cycle	Bacterial Cytoskeleton
Endonuclease III (EC 4.2.99.18)	-0.266623469834388	0.0703537781315474	-0.546031840816644	0.012784901147867	0	0	TRUE	0	0	""	***	Cell Division and Cell Cycle	Control of cell elongation - division cycle in Bacilli
DNA primase (EC 2.7.7.-)	-0.0221096667907155	0.0634403948223731	-0.274061698970803	0.229842365389372	0.835	0.849713656387665	FALSE	0	0	""	""	Cell Division and Cell Cycle	Macromolecular synthesis operon
Chromosome partition protein smc	-0.151373677580725	0.0651445506604497	-0.410093724489554	0.107346369328103	0.027	0.0434129930394432	TRUE	0	0	""	*	Cell Division and Cell Cycle	Two cell division clusters relating to chromosome partitioning
Ribonuclease III (EC 3.1.26.3)	-0.0791049665446248	0.054945128966736	-0.297318250688374	0.139108317599124	0.001	0.00225732899022801	TRUE	0	0	""	**	Cell Division and Cell Cycle	Two cell division clusters relating to chromosome partitioning
Segregation and condensation protein B	-0.207493116448638	0.0791319782092044	-0.521763902058696	0.10677766916142	0.005	0.00954545454545455	TRUE	0	0	""	**	Cell Division and Cell Cycle	Two cell division clusters relating to chromosome partitioning
TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	-0.114961946140234	0.0385973410704596	-0.268250376117355	0.0383264838368873	0	0	TRUE	0	0	""	***	Cell Division and Cell Cycle	YgjD and YeaZ
UDP-galactopyranose mutase (EC 5.4.99.9)	-0.14758321513384	0.0741082207319434	-0.441902266377808	0.146735836110129	0.002	0.00421276595744681	TRUE	0	0	""	**	Cell Wall and Capsule	Biosynthesis of Arabinogalactan in Mycobacteria
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	-0.0523300197256402	0.0893378687423801	-0.407133258944173	0.302473219492892	0.592	0.624438356164384	FALSE	0	0	""	""	Cell Wall and Capsule	CMP-N-acetylneuraminate Biosynthesis
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	-0.168308181041164	0.0749345459424159	-0.465908963374655	0.129292601292327	0.04	0.0602608695652174	FALSE	0	0	""	""	Cell Wall and Capsule	dTDP-rhamnose synthesis
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	-0.0434419435473004	0.0462501582398166	-0.227123356467241	0.140239469372641	0.035	0.0539	FALSE	0	0	""	""	Cell Wall and Capsule	dTDP-rhamnose synthesis
Putative uncharacterized protein in cluster with two glycosyl transferases	-0.535235432947332	0.296232556172455	-1.71171604493795	0.641245179043288	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Exopolysaccharide Biosynthesis
regulator of length of O-antigen component of lipopolysaccharide chains	-0.923941238871669	0.346770892255619	-2.30113366097641	0.453251183233076	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	KDO2-Lipid A biosynthesis
Legionaminic acid biosynthesis protein PtmF	-1.9115579602399	0	-1.9115579602399	-1.9115579602399	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Legionaminic Acid Biosynthesis
Legionaminic acid cytidylyltransferase (EC 2.7.7.43)	-1.97868863964751	0	-1.97868863964751	-1.97868863964751	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Legionaminic Acid Biosynthesis
UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)	-1.5372796422332	0	-1.5372796422332	-1.5372796422332	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	LOS core oligosaccharide biosynthesis
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	-0.0771637596589425	0.0400802574925001	-0.236341557240607	0.0820140379227221	0.067	0.0923081510934394	FALSE	0	0	""	""	Cell Wall and Capsule	mycolic acid synthesis
Acyl carrier protein	-0.169841793276566	0.0405600892276163	-0.330925231280323	-0.00875835527280927	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	mycolic acid synthesis
D-alanine--D-alanine ligase (EC 6.3.2.4)	-0.0539859298078937	0.068570242407539	-0.326311030716123	0.218339171100336	0.523	0.565427457098284	FALSE	0	0	""	""	Cell Wall and Capsule	Peptidoglycan Biosynthesis
Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	-0.247704224473459	0.0573559706947465	-0.475492109694921	-0.0199163392519977	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Peptidoglycan Biosynthesis
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	-0.0947720979055955	0.0267716471940292	-0.201095063489744	0.0115508676785534	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Peptidoglycan Biosynthesis
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	-0.00844852980372046	0.0464199118688909	-0.192804115258921	0.17590705565148	0.168	0.209772972972973	FALSE	0	0	""	""	Cell Wall and Capsule	Peptidoglycan Biosynthesis
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	-0.00422512555166499	0.0435629409219653	-0.177234318255483	0.168784067152153	0.002	0.00421276595744681	TRUE	0	0	""	**	Cell Wall and Capsule	Peptidoglycan Biosynthesis
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	-0.00450365548094389	0.0440563303054446	-0.179472332487654	0.170465021525766	0.845	0.858629032258065	FALSE	0	0	""	""	Cell Wall and Capsule	Peptidoglycan Biosynthesis
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	-0.0741582147898985	0.0429927250388163	-0.244902808558874	0.0965863789790767	0.036	0.0551946902654867	FALSE	0	0	""	""	Cell Wall and Capsule	Peptidoglycan Biosynthesis
UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	-0.0314237998619404	0.0525963637143317	-0.24030901818715	0.177461418463269	0.027	0.0434129930394432	TRUE	0	0	""	*	Cell Wall and Capsule	Peptidoglycan Biosynthesis
Lipopolysaccharide cholinephosphotransferase LicD2 (EC 2.7.8.-)	-0.29216676870618	0.305479467394448	-1.50537127058262	0.921037733170262	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Phosphorylcholine incorporation in LPS
TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	-0.119192301476506	0.363946433660317	-1.56459698128903	1.32621237833602	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Sialic Acid Metabolism
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	-0.356331880540118	0.065766768675233	-0.61752305162342	-0.0951407094568161	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Teichoic and lipoteichoic acids biosynthesis
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	-0.140984176999737	0.0709173107428513	-0.422630604460287	0.140662250460813	0.098	0.130603846153846	FALSE	0	0	""	""	Cell Wall and Capsule	Teichoic and lipoteichoic acids biosynthesis
TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	-0.309026845213605	0.0635493452310692	-0.561411571372894	-0.0566421190543158	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	YjeE
Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	-0.0551540119793952	0.0648648350853448	-0.31276317507709	0.2024551511183	0	0	TRUE	0	0	""	***	Central metabolism	EC 6.4.1.- Ligases that form carbon-carbon bonds
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	-0.154453683865812	0.053086578669889	-0.365285779328271	0.0563784115966463	0.004	0.00796551724137931	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein
Thiamine-monophosphate kinase (EC 2.7.4.16)	-0.169039613795784	0.0580332911054338	-0.399517461057796	0.0614382334662281	0.003	0.00611470588235294	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein
Vitamin B12 ABC transporter, permease component BtuC	-0.114666427128688	0.0789373180505677	-0.428164124508599	0.198831270251224	0.241	0.286471698113208	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	B12 Biosynthesis (Tavares copy1)
Lipoate synthase	-0.197221583857232	0.0857886480005544	-0.53792917658645	0.143486008871986	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	BEY LIP
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	-0.105445455164713	0.0776465470481262	-0.413816885943435	0.202925975614008	0.3	0.348825503355705	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	BEY LIP
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	-0.129358627678855	0.0551403601288554	-0.348347267779618	0.0896300124219086	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin biosynthesis
Hydroxymethylpyrimidine ABC transporter, substrate-binding component	-0.038716852018883	0.0799977081910332	-0.356425863838783	0.278992159801017	0.039	0.0592697368421053	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis
Thiamin ABC transporter, transmembrane component	-0.249872610199472	0.12903542782367	-0.762333769283168	0.262588548884224	0.024	0.0388598130841122	TRUE	0	0	""	*	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	-0.261012147976657	0.0524625481200432	-0.469365920824378	-0.052658375128935	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Aspartate 1-decarboxylase (EC 4.1.1.11)	-0.0687364565575663	0.0569386969280469	-0.294867148853451	0.157394235738319	0.004	0.00796551724137931	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Dephospho-CoA kinase (EC 2.7.1.24)	-0.103474126632605	0.033821067535184	-0.237793698883824	0.0308454456186139	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Pantoate--beta-alanine ligase (EC 6.3.2.1)	-0.306569176398698	0.0786650608496589	-0.618985610724735	0.00584725792733931	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Pantothenate kinase (EC 2.7.1.33)	-0.205439281183265	0.105059652569153	-0.622681214166902	0.211802651800372	0.002	0.00421276595744681	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	-0.169887353695779	0.0476061500223023	-0.358954056007019	0.0191793486154621	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	-0.0525001917769519	0.0628305960457044	-0.302030422493906	0.197030038940002	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	-0.209819061306442	0.0589657671208175	-0.444000215076759	0.0243620924638744	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
